gs_name	gene	species
chang-2022_DTP_Mesenchymal_all-up	GBP3	human
chang-2022_DTP_Mesenchymal_all-up	GDPD1	human
chang-2022_DTP_Mesenchymal_all-up	GJA1	human
chang-2022_DTP_Mesenchymal_all-up	GJB3	human
chang-2022_DTP_Mesenchymal_all-up	GLIPR1	human
chang-2022_DTP_Mesenchymal_all-up	GLIPR2	human
chang-2022_DTP_Mesenchymal_all-up	GLIS3	human
chang-2022_DTP_Mesenchymal_all-up	GNAI1	human
chang-2022_DTP_Mesenchymal_all-up	GPLD1	human
chang-2022_DTP_Mesenchymal_all-up	GPNMB	human
chang-2022_DTP_Mesenchymal_all-up	GPR137B	human
chang-2022_DTP_Mesenchymal_all-up	GPR158	human
chang-2022_DTP_Mesenchymal_all-up	GPR176	human
chang-2022_DTP_Mesenchymal_all-up	GPRC5A	human
chang-2022_DTP_Mesenchymal_all-up	GPRC5B	human
chang-2022_DTP_Mesenchymal_all-up	GRAMD1C	human
chang-2022_DTP_Mesenchymal_all-up	GSN	human
chang-2022_DTP_Mesenchymal_all-up	GSTM3	human
chang-2022_DTP_Mesenchymal_all-up	GTF2IRD2B	human
chang-2022_DTP_Mesenchymal_all-up	GULP1	human
chang-2022_DTP_Mesenchymal_all-up	HBP1	human
chang-2022_DTP_Mesenchymal_all-up	HDAC9	human
chang-2022_DTP_Mesenchymal_all-up	HEG1	human
chang-2022_DTP_Mesenchymal_all-up	HES2	human
chang-2022_DTP_Mesenchymal_all-up	HLA-A	human
chang-2022_DTP_Mesenchymal_all-up	HLA-B	human
chang-2022_DTP_Mesenchymal_all-up	HLA-C	human
chang-2022_DTP_Mesenchymal_all-up	HLA-DQB1	human
chang-2022_DTP_Mesenchymal_all-up	HLA-H	human
chang-2022_DTP_Mesenchymal_all-up	HNMT	human
chang-2022_DTP_Mesenchymal_all-up	HNRNPA1P33	human
chang-2022_DTP_Mesenchymal_all-up	HOMER3	human
chang-2022_DTP_Mesenchymal_all-up	HS3ST3B1	human
chang-2022_DTP_Mesenchymal_all-up	HSD17B11	human
chang-2022_DTP_Mesenchymal_all-up	HSD17B6	human
chang-2022_DTP_Mesenchymal_all-up	HSPB8	human
chang-2022_DTP_Mesenchymal_all-up	IFI27	human
chang-2022_DTP_Mesenchymal_all-up	IFI6	human
chang-2022_DTP_Mesenchymal_all-up	IFIT2	human
chang-2022_DTP_Mesenchymal_all-up	IFIT3	human
chang-2022_DTP_Mesenchymal_all-up	IGFBP3	human
chang-2022_DTP_Mesenchymal_all-up	IGFBP7	human
chang-2022_DTP_Mesenchymal_all-up	IL18	human
chang-2022_DTP_Mesenchymal_all-up	IL32	human
chang-2022_DTP_Mesenchymal_all-up	IL7R	human
chang-2022_DTP_Mesenchymal_all-up	ING4	human
chang-2022_DTP_Mesenchymal_all-up	INHA	human
chang-2022_DTP_Mesenchymal_all-up	INPP4B	human
chang-2022_DTP_Mesenchymal_all-up	INSL4	human
chang-2022_DTP_Mesenchymal_all-up	IRF1	human
chang-2022_DTP_Mesenchymal_all-up	IRS1	human
chang-2022_DTP_Mesenchymal_all-up	IRS2	human
chang-2022_DTP_Mesenchymal_all-up	ISPD	human
chang-2022_DTP_Mesenchymal_all-up	ITGA1	human
chang-2022_DTP_Mesenchymal_all-up	ITGA2	human
chang-2022_DTP_Mesenchymal_all-up	ITGB3	human
chang-2022_DTP_Mesenchymal_all-up	ITGB6	human
chang-2022_DTP_Mesenchymal_all-up	ITGB8	human
chang-2022_DTP_Mesenchymal_all-up	ITM2B	human
chang-2022_DTP_Mesenchymal_all-up	IVNS1ABP	human
chang-2022_DTP_Mesenchymal_all-up	JAG1	human
chang-2022_DTP_Mesenchymal_all-up	JAK1	human
chang-2022_DTP_Mesenchymal_all-up	JRKL	human
chang-2022_DTP_Mesenchymal_all-up	KALRN	human
chang-2022_DTP_Mesenchymal_all-up	KANK4	human
chang-2022_DTP_Mesenchymal_all-up	KCNJ13	human
chang-2022_DTP_Mesenchymal_all-up	KCNMB1	human
chang-2022_DTP_Mesenchymal_all-up	KDM3A	human
chang-2022_DTP_Mesenchymal_all-up	KIAA0513	human
chang-2022_DTP_Mesenchymal_all-up	KIAA1024	human
chang-2022_DTP_Mesenchymal_all-up	KIF3C	human
chang-2022_DTP_Mesenchymal_all-up	KIRREL	human
chang-2022_DTP_Mesenchymal_all-up	KLHDC2	human
chang-2022_DTP_Mesenchymal_all-up	KLHL24	human
chang-2022_DTP_Mesenchymal_all-up	KLHL38	human
chang-2022_DTP_Mesenchymal_all-up	KLHL5	human
chang-2022_DTP_Mesenchymal_all-up	KRT16	human
chang-2022_DTP_Mesenchymal_all-up	KRT17	human
chang-2022_DTP_Mesenchymal_all-up	KRT20	human
chang-2022_DTP_Mesenchymal_all-up	KRT25	human
chang-2022_DTP_Mesenchymal_all-up	LACTB2	human
chang-2022_DTP_Mesenchymal_all-up	LAMB3	human
chang-2022_DTP_Mesenchymal_all-up	LAMC2	human
chang-2022_DTP_Mesenchymal_all-up	LAPTM4A	human
chang-2022_DTP_Mesenchymal_all-up	LBH	human
chang-2022_DTP_Mesenchymal_all-up	LCP1	human
chang-2022_DTP_Mesenchymal_all-up	LDLRAD1	human
chang-2022_DTP_Mesenchymal_all-up	LDLRAD4	human
chang-2022_DTP_Mesenchymal_all-up	LEFTY2	human
chang-2022_DTP_Mesenchymal_all-up	LIMS2	human
chang-2022_DTP_Mesenchymal_all-up	LINC00607	human
chang-2022_DTP_Mesenchymal_all-up	LINC00667	human
chang-2022_DTP_Mesenchymal_all-up	LINC00842	human
chang-2022_DTP_Mesenchymal_all-up	LINC00869	human
chang-2022_DTP_Mesenchymal_all-up	LINC01239	human
chang-2022_DTP_Mesenchymal_all-up	LINC01279	human
chang-2022_DTP_Mesenchymal_all-up	LIPG	human
chang-2022_DTP_Mesenchymal_all-up	LIPK	human
chang-2022_DTP_Mesenchymal_all-up	LMCD1	human
chang-2022_DTP_Mesenchymal_all-up	LMO2	human
chang-2022_DTP_Mesenchymal_all-up	LMOD1	human
chang-2022_DTP_Mesenchymal_all-up	LOC100129434	human
chang-2022_DTP_Mesenchymal_all-up	LOC100129550	human
chang-2022_DTP_Mesenchymal_all-up	LONRF2	human
chang-2022_DTP_Mesenchymal_all-up	LOXL2	human
chang-2022_DTP_Mesenchymal_all-up	LPP	human
chang-2022_DTP_Mesenchymal_all-up	LRP1	human
chang-2022_DTP_Mesenchymal_all-up	LRP2	human
chang-2022_DTP_Mesenchymal_all-up	LURAP1L	human
chang-2022_DTP_Mesenchymal_all-up	LYPD1	human
chang-2022_DTP_Mesenchymal_all-up	LZTS3	human
chang-2022_DTP_Mesenchymal_all-up	MAF	human
chang-2022_DTP_Mesenchymal_all-up	MAG	human
chang-2022_DTP_Mesenchymal_all-up	MAML2	human
chang-2022_DTP_Mesenchymal_all-up	MAP2	human
chang-2022_DTP_Mesenchymal_all-up	MARCH10	human
chang-2022_DTP_Mesenchymal_all-up	MATN2	human
chang-2022_DTP_Mesenchymal_all-up	MATN3	human
chang-2022_DTP_Mesenchymal_all-up	MBNL1-AS1	human
chang-2022_DTP_Mesenchymal_all-up	MBNL2	human
chang-2022_DTP_Mesenchymal_all-up	MCAM	human
chang-2022_DTP_Mesenchymal_all-up	MCF2L	human
chang-2022_DTP_Mesenchymal_all-up	ME3	human
chang-2022_DTP_Mesenchymal_all-up	MEGF6	human
chang-2022_DTP_Mesenchymal_all-up	MEX3B	human
chang-2022_DTP_Mesenchymal_all-up	MME	human
chang-2022_DTP_Mesenchymal_all-up	MMP13	human
chang-2022_DTP_Mesenchymal_all-up	MOXD1	human
chang-2022_DTP_Mesenchymal_all-up	MR1	human
chang-2022_DTP_Mesenchymal_all-up	MRVI1	human
chang-2022_DTP_Mesenchymal_all-up	MSRB3	human
chang-2022_DTP_Mesenchymal_all-up	MUC15	human
chang-2022_DTP_Mesenchymal_all-up	MUC20	human
chang-2022_DTP_Mesenchymal_all-up	MVP	human
chang-2022_DTP_Mesenchymal_all-up	MYL9	human
chang-2022_DTP_Mesenchymal_all-up	MYLK	human
chang-2022_DTP_Mesenchymal_all-up	MYO1B	human
chang-2022_DTP_Mesenchymal_all-up	MYO1E	human
chang-2022_DTP_Mesenchymal_all-up	MYO7B	human
chang-2022_DTP_Mesenchymal_all-up	MYOZ1	human
chang-2022_DTP_Mesenchymal_all-up	MYPN	human
chang-2022_DTP_Mesenchymal_all-up	MYZAP	human
chang-2022_DTP_Mesenchymal_all-up	N4BP3	human
chang-2022_DTP_Mesenchymal_all-up	NATD1	human
chang-2022_DTP_Mesenchymal_all-up	NAV2	human
chang-2022_DTP_Mesenchymal_all-up	NAV3	human
chang-2022_DTP_Mesenchymal_all-up	NCF2	human
chang-2022_DTP_Mesenchymal_all-up	NEB	human
chang-2022_DTP_Mesenchymal_all-up	NEDD4L	human
chang-2022_DTP_Mesenchymal_all-up	NEDD9	human
chang-2022_DTP_Mesenchymal_all-up	NEURL3	human
chang-2022_DTP_Mesenchymal_all-up	NGF	human
chang-2022_DTP_Mesenchymal_all-up	NKAIN4	human
chang-2022_DTP_Mesenchymal_all-up	NOS2	human
chang-2022_DTP_Mesenchymal_all-up	NPPB	human
chang-2022_DTP_Mesenchymal_all-up	NR3C2	human
chang-2022_DTP_Mesenchymal_all-up	NRCAM	human
chang-2022_DTP_Mesenchymal_all-up	NT5E	human
chang-2022_DTP_Mesenchymal_all-up	NTN4	human
chang-2022_DTP_Mesenchymal_all-up	NUAK1	human
chang-2022_DTP_Mesenchymal_all-up	NUAK2	human
chang-2022_DTP_Mesenchymal_all-up	NUPR1	human
chang-2022_DTP_Mesenchymal_all-up	OLFML2A	human
chang-2022_DTP_Mesenchymal_all-up	OLR1	human
chang-2022_DTP_Mesenchymal_all-up	OPN3	human
chang-2022_DTP_Mesenchymal_all-up	OPTN	human
chang-2022_DTP_Mesenchymal_all-up	OSBPL1A	human
chang-2022_DTP_Mesenchymal_all-up	OSER1-AS1	human
chang-2022_DTP_Mesenchymal_all-up	OTUD1	human
chang-2022_DTP_Mesenchymal_all-up	OXTR	human
chang-2022_DTP_Mesenchymal_all-up	PAGE2	human
chang-2022_DTP_Mesenchymal_all-up	PALLD	human
chang-2022_DTP_Mesenchymal_all-up	PAPLN	human
chang-2022_DTP_Mesenchymal_all-up	PARP9	human
chang-2022_DTP_Mesenchymal_all-up	PAWR	human
chang-2022_DTP_Mesenchymal_all-up	PBXIP1	human
chang-2022_DTP_Mesenchymal_all-up	PCDH7	human
chang-2022_DTP_Mesenchymal_all-up	PCDHA12	human
chang-2022_DTP_Mesenchymal_all-up	PCDHAC1	human
chang-2022_DTP_Mesenchymal_all-up	PCDHB14	human
chang-2022_DTP_Mesenchymal_all-up	PCMTD1	human
chang-2022_DTP_Mesenchymal_all-up	PCSK1N	human
chang-2022_DTP_Mesenchymal_all-up	PCSK5	human
chang-2022_DTP_Mesenchymal_all-up	PCSK6	human
chang-2022_DTP_Mesenchymal_all-up	PDCD1LG2	human
chang-2022_DTP_Mesenchymal_all-up	PDE5A	human
chang-2022_DTP_Mesenchymal_all-up	PDE8B	human
chang-2022_DTP_Mesenchymal_all-up	PDGFA	human
chang-2022_DTP_Mesenchymal_all-up	PDK4	human
chang-2022_DTP_Mesenchymal_all-up	PDLIM5	human
chang-2022_DTP_Mesenchymal_all-up	PGM2L1	human
chang-2022_DTP_Mesenchymal_all-up	PGM5	human
chang-2022_DTP_Mesenchymal_all-up	PGM5-AS1	human
chang-2022_DTP_Mesenchymal_all-up	PGPEP1	human
chang-2022_DTP_Mesenchymal_all-up	PHLDB1	human
chang-2022_DTP_Mesenchymal_all-up	PHLDB2	human
chang-2022_DTP_Mesenchymal_all-up	PIK3IP1	human
chang-2022_DTP_Mesenchymal_all-up	PINK1	human
chang-2022_DTP_Mesenchymal_all-up	PKHD1	human
chang-2022_DTP_Mesenchymal_all-up	PKIG	human
chang-2022_DTP_Mesenchymal_all-up	PLA2G4C	human
chang-2022_DTP_Mesenchymal_all-up	PLAC8	human
chang-2022_DTP_Mesenchymal_all-up	PLCL2	human
chang-2022_DTP_Mesenchymal_all-up	PLD1	human
chang-2022_DTP_Mesenchymal_all-up	PLEKHG7	human
chang-2022_DTP_Mesenchymal_all-up	PMEPA1	human
chang-2022_DTP_Mesenchymal_all-up	PMP22	human
chang-2022_DTP_Mesenchymal_all-up	POU2F3	human
chang-2022_DTP_Mesenchymal_all-up	PPAP2B	human
chang-2022_DTP_Mesenchymal_all-up	PPP1R14C	human
chang-2022_DTP_Mesenchymal_all-up	PPP1R15A	human
chang-2022_DTP_Mesenchymal_all-up	PPP1R1C	human
chang-2022_DTP_Mesenchymal_all-up	PPP2R3A	human
chang-2022_DTP_Mesenchymal_all-up	PRICKLE1	human
chang-2022_DTP_Mesenchymal_all-up	PRSS23	human
chang-2022_DTP_Mesenchymal_all-up	PSAP	human
chang-2022_DTP_Mesenchymal_all-up	PSG4	human
chang-2022_DTP_Mesenchymal_all-up	PSG5	human
chang-2022_DTP_Mesenchymal_all-up	PTGES	human
chang-2022_DTP_Mesenchymal_all-up	PTPN21	human
chang-2022_DTP_Mesenchymal_all-up	PTPRB	human
chang-2022_DTP_Mesenchymal_all-up	PTPRK	human
chang-2022_DTP_Mesenchymal_all-up	PTRF	human
chang-2022_DTP_Mesenchymal_all-up	PXDC1	human
chang-2022_DTP_Mesenchymal_all-up	RAB32	human
chang-2022_DTP_Mesenchymal_all-up	RAI14	human
chang-2022_DTP_Mesenchymal_all-up	RARB	human
chang-2022_DTP_Mesenchymal_all-up	RASAL2	human
chang-2022_DTP_Mesenchymal_all-up	RASGRP1	human
chang-2022_DTP_Mesenchymal_all-up	RASGRP3	human
chang-2022_DTP_Mesenchymal_all-up	RASL11A	human
chang-2022_DTP_Mesenchymal_all-up	RASSF2	human
chang-2022_DTP_Mesenchymal_all-up	RASSF4	human
