primerid	lrstat	p.value	FDR	AUC	expressingFracPos	expressingFracNeg
DAP3	6.97615258609244	0.0305596033838187	0.524164603619136	0.616666666666667	0.786	0.4
DBNDD2	6.94681745254994	0.0310111417966551	0.524164603619136	0.742857142857143	0.714	0.267
DENND2D	7.45898781736437	0.0240049814757579	0.524164603619136	0.680952380952381	0.643	0.467
DHRS7	7.84976422188042	0.0197444643906386	0.524164603619136	0.811904761904762	0.929	0.533
DHX9	8.71504894231107	0.01281006010361	0.524164603619136	0.771428571428571	1	0.733
DNALI1	6.86040269502389	0.0323804203994154	0.524164603619136	0.757142857142857	0.786	0.467
DPP9	8.83062746340608	0.0120907602751713	0.524164603619136	0.759523809523809	0.786	0.267
DPY19L4	7.75427106826573	0.0207100635682368	0.524164603619136	0.766666666666667	0.714	0.333
DSG2	9.47450244082136	0.00876269984170047	0.524164603619136	0.676190476190476	0.714	0.267
DTNBP1	8.03981379930826	0.0179546364445558	0.524164603619136	0.704761904761905	0.643	0.2
DUSP4	8.03251252670997	0.0180203020798462	0.524164603619136	0.766666666666667	0.714	0.267
EIF3F	9.71555948703442	0.00776771107054228	0.524164603619136	0.814285714285714	1	0.8
EIF3I	7.8067527507401	0.0201736824028033	0.524164603619136	0.780952380952381	1	0.867
EIF3J	8.06664156811781	0.0177154031378587	0.524164603619136	0.757142857142857	0.857	0.6
EIF4B	7.24992940121274	0.0266500380499355	0.524164603619136	0.771428571428571	1	1
ELAVL1	8.30452112249939	0.015728820304656	0.524164603619136	0.728571428571429	0.714	0.533
EMC8	7.2490333172367	0.0266619810612497	0.524164603619136	0.766666666666667	0.714	0.267
EPCAM	7.32914656452914	0.0256150993691385	0.524164603619136	0.766666666666667	1	0.867
EPHX1	7.60750557822523	0.022286976398787	0.524164603619136	0.845238095238095	0.929	0.667
EXOC7	6.93659740081047	0.0311700151111466	0.524164603619136	0.690476190476191	0.714	0.733
FAF2	7.98129444355487	0.0184877445758572	0.524164603619136	0.845238095238095	0.929	0.533
FAM102A	9.03278432938873	0.0109283804262492	0.524164603619136	0.745238095238095	0.786	0.667
FASN	8.67547862701655	0.0130660330446784	0.524164603619136	0.816666666666667	0.786	0.4
FASTKD2	6.86684059671335	0.0322763569951652	0.524164603619136	0.761904761904762	0.857	0.4
FIS1	7.63469786457064	0.021986010103452	0.524164603619136	0.778571428571429	0.929	0.533
FKBP3	7.28269259793912	0.0262170242428465	0.524164603619136	0.757142857142857	0.857	0.4
FNBP1	8.24084179558508	0.0162376786003766	0.524164603619136	0.8	0.929	0.6
G6PC3	7.80035320219968	0.0202383370176135	0.524164603619136	0.716666666666667	0.643	0.4
GAS5	7.50042074026683	0.0235127989450352	0.524164603619136	0.8	1	0.933
GBA2	9.35934521668089	0.00928205225616146	0.524164603619136	0.742857142857143	0.714	0.2
GDE1	7.06684996431833	0.0292047187376575	0.524164603619136	0.795238095238095	1	0.867
GFM2	7.76116715134554	0.0206387773782583	0.524164603619136	0.704761904761905	0.714	0.267
GNB1	8.60469133617754	0.0135367689753291	0.524164603619136	0.771428571428571	1	0.8
GOLGA7	7.82969852236017	0.019943554686979	0.524164603619136	0.733333333333333	0.857	0.4
GOLM1	7.19403438548521	0.0274053455173326	0.524164603619136	0.695238095238095	0.857	0.8
GPR56	7.65854349218943	0.021725431500499	0.524164603619136	0.752380952380952	1	0.8
GSPT1	9.20529807031334	0.0100252433160468	0.524164603619136	0.695238095238095	1	0.667
GSTK1	7.66777136756769	0.0216254226081044	0.524164603619136	0.738095238095238	0.786	0.6
GTF3A	7.53544431018619	0.0231046321613192	0.524164603619136	0.80952380952381	0.929	0.867
HCFC1R1	8.16211904702397	0.016889561282044	0.524164603619136	0.795238095238095	0.714	0.267
HDDC2	8.88375756909124	0.0117737972985646	0.524164603619136	0.776190476190476	0.714	0.267
HEBP2	9.07706655892873	0.0106890729444002	0.524164603619136	0.788095238095238	0.929	0.667
HIF1AN	6.91446492502389	0.0315168655385271	0.524164603619136	0.795238095238095	0.786	0.467
HMGCR	7.78164031727529	0.0204285844852907	0.524164603619136	0.661904761904762	0.571	0.467
HMGN1	9.2112727159661	0.00999533936646323	0.524164603619136	0.79047619047619	1	1
HMGN4	7.20936524705357	0.0271960748378147	0.524164603619136	0.754761904761905	0.786	0.533
HP1BP3	7.63245941553503	0.0220106311606838	0.524164603619136	0.676190476190476	1	0.667
HS6ST1	6.89255304478656	0.0318640608829061	0.524164603619136	0.771428571428572	0.714	0.267
IARS2	7.80216441435978	0.020220017353012	0.524164603619136	0.688095238095238	0.929	0.533
IDH2	6.90469627260082	0.0316711807471047	0.524164603619136	0.738095238095238	0.857	0.8
IER3	7.22783863712538	0.0269460295620899	0.524164603619136	0.757142857142857	0.857	0.733
ITFG3	7.23544170270435	0.0268437878079837	0.524164603619136	0.788095238095238	0.786	0.4
ITPK1	8.4392464774603	0.0147041834282309	0.524164603619136	0.757142857142857	0.714	0.2
KCP	9.29181677719108	0.0096008044360651	0.524164603619136	0.711904761904762	0.643	0.4
KEL	6.85471697942636	0.0324726043008522	0.524164603619136	0.619047619047619	0.714	0.333
KIAA1244	10.0022401671209	0.00673040416051411	0.524164603619136	0.733333333333333	0.714	0.6
KRTCAP2	7.67369330772389	0.0215614850840968	0.524164603619136	0.780952380952381	0.786	0.467
LAGE3	8.7981482803564	0.0122887122625963	0.524164603619136	0.814285714285714	0.857	0.333
LANCL2	8.71527714221589	0.0128085985597445	0.524164603619136	0.661904761904762	0.571	0.2
LDOC1L	9.07289921409457	0.0107113686913083	0.524164603619136	0.733333333333333	0.571	0.2
LPAR2	8.97125648124015	0.0112698051468824	0.524164603619136	0.754761904761905	0.643	0.267
LRP10	6.90742372166734	0.0316280194176935	0.524164603619136	0.723809523809524	1	0.8
LTBR	7.94465796008564	0.0188295284324739	0.524164603619136	0.757142857142857	0.714	0.533
MACC1	7.3600379919505	0.0252224957047723	0.524164603619136	0.757142857142857	0.714	0.4
MAF1	9.43911549517084	0.00891912217965495	0.524164603619136	0.723809523809524	0.857	0.733
MALSU1	6.93951001952945	0.0311246549636252	0.524164603619136	0.747619047619048	0.643	0.2
MBOAT7	7.16263213500785	0.0278390360848613	0.524164603619136	0.795238095238095	0.857	0.533
MDC1	7.00818521269214	0.0300740499690734	0.524164603619136	0.65	0.643	0.267
MLF2	7.55677321913137	0.0228595430571651	0.524164603619136	0.704761904761905	0.714	0.533
MLPH	10.0438447923456	0.0065918423884969	0.524164603619136	0.828571428571429	1	0.667
MPZL1	7.45021875774808	0.0241104631072788	0.524164603619136	0.826190476190476	0.929	0.533
MRPL14	6.82054492456017	0.0330321991214026	0.524164603619136	0.757142857142857	0.786	0.333
MRPL33	6.90361906116097	0.0316882436208801	0.524164603619136	0.678571428571429	0.5	0.267
MRPL38	6.96903927898915	0.0306684868212836	0.524164603619136	0.742857142857143	0.643	0.2
MRPL4	7.79045022436376	0.0203387954231682	0.524164603619136	0.776190476190476	0.786	0.333
MRPL43	8.3537495804267	0.0153463933999567	0.524164603619136	0.79047619047619	0.786	0.6
MRPL52	8.68260289592351	0.0130195728760104	0.524164603619136	0.797619047619048	0.786	0.267
MRPL9	6.89210676962755	0.0318711717456455	0.524164603619136	0.738095238095238	0.857	0.4
MSMO1	7.19166486082223	0.0274378335798992	0.524164603619136	0.657142857142857	0.857	0.467
MTCH1	7.14910583070264	0.0280279538413563	0.524164603619136	0.776190476190476	1	0.733
MTDH	9.64870472239634	0.00803175386180295	0.524164603619136	0.685714285714286	0.857	1
MTG1	6.99427841186179	0.0302838956054835	0.524164603619136	0.747619047619048	0.714	0.267
MTX1	7.1580636461133	0.0279026999326691	0.524164603619136	0.752380952380952	0.714	0.4
MXD3	8.08163795744039	0.0175830663601174	0.524164603619136	0.776190476190476	0.857	0.8
NCAPH2	8.84009500760907	0.0120336606264837	0.524164603619136	0.804761904761905	0.857	0.333
NCOR2	9.92824174374828	0.00698408791913114	0.524164603619136	0.804761904761905	0.857	0.333
NDUFA1	9.60524237846371	0.00820820357177431	0.524164603619136	0.835714285714286	0.929	0.533
NDUFB6	7.89520903321572	0.019300881382869	0.524164603619136	0.652380952380952	0.857	1
NDUFB9	7.83349681558184	0.0199057148957161	0.524164603619136	0.771428571428571	1	0.933
NDUFS2	7.33564821635756	0.0255319643422774	0.524164603619136	0.766666666666667	1	0.8
NDUFV2	7.83414312660699	0.0198992832934757	0.524164603619136	0.8	1	0.933
NET1	6.83474197116312	0.0327985495508149	0.524164603619136	0.752380952380952	0.786	0.333
NFKBIB	8.21211964452376	0.0164725516070136	0.524164603619136	0.685714285714286	0.714	0.333
NIT2	7.01049517902086	0.0300393349991369	0.524164603619136	0.783333333333333	0.786	0.4
NME2	6.84013425261972	0.0327102391476743	0.524164603619136	0.766666666666667	1	0.933
NOLC1	8.31852723852953	0.0156190552576486	0.524164603619136	0.735714285714286	0.786	0.533
NOP10	8.70288921084217	0.0128881807900901	0.524164603619136	0.761904761904762	0.714	0.2
NUCB2	7.30414997911327	0.0259372533727571	0.524164603619136	0.733333333333333	0.857	0.867
NUDT5	9.24294621206624	0.00983829253310654	0.524164603619136	0.80952380952381	0.929	0.467
NUFIP2	7.29367439578952	0.0260734637114884	0.524164603619136	0.757142857142857	0.857	0.4
NUP62	8.92677367216123	0.011523269697469	0.524164603619136	0.642857142857143	0.714	0.8
NUP93	9.38581131475107	0.00916003153720663	0.524164603619136	0.811904761904762	0.786	0.4
NVL	7.82180728942777	0.0200223997486457	0.524164603619136	0.761904761904762	0.929	0.6
OPTN	7.33577541380566	0.0255303405935575	0.524164603619136	0.723809523809524	1	0.733
ORMDL2	7.64974167060048	0.0218212538847293	0.524164603619136	0.776190476190476	0.786	0.467
OS9	7.0725368502759	0.029121794735922	0.524164603619136	0.714285714285714	0.786	0.733
PABPC4	7.53405390769351	0.0231207001149776	0.524164603619136	0.740476190476191	0.929	0.533
PAPOLA	6.94546531527603	0.0310321145457302	0.524164603619136	0.80952380952381	1	0.933
PAQR4	9.54902086126812	0.00844221612630526	0.524164603619136	0.747619047619048	0.714	0.533
PCBD1	7.98170747857812	0.018483926927071	0.524164603619136	0.778571428571429	0.929	0.533
PCIF1	7.26107592950127	0.0265019234726454	0.524164603619136	0.657142857142857	0.857	0.4
PDCD5	9.74009809423381	0.0076729889406806	0.524164603619136	0.780952380952381	0.786	0.733
PEBP1	8.1344705953999	0.0171246677291415	0.524164603619136	0.771428571428571	0.929	0.867
PHPT1	6.86472403052209	0.0323105325987039	0.524164603619136	0.688095238095238	0.643	0.533
PIGF	7.963096504874	0.0186567316350762	0.524164603619136	0.771428571428571	0.643	0.2
PKMYT1	9.50671076057147	0.00862271412405903	0.524164603619136	0.747619047619048	0.714	0.533
PLXNA3	8.7606863000335	0.012521061281412	0.524164603619136	0.695238095238095	0.643	0.467
POLR2L	6.82216978924521	0.0330053735929309	0.524164603619136	0.747619047619048	0.714	0.4
PPID	8.74421330510415	0.0126246168530806	0.524164603619136	0.771428571428572	0.714	0.2
PPP1R15B	7.06541586198795	0.029225667525036	0.524164603619136	0.70952380952381	0.714	0.533
PQBP1	7.3900890009035	0.0248463479641793	0.524164603619136	0.678571428571429	0.643	0.667
PRELID1	7.03440331460281	0.0296823805318265	0.524164603619136	0.785714285714286	0.857	0.667
PRICKLE4	8.02375143492515	0.0180994139902715	0.524164603619136	0.804761904761905	0.857	0.8
PRKD2	6.88212506791241	0.0320306336046646	0.524164603619136	0.666666666666667	0.714	0.333
PRLR	6.91484113757046	0.0315109375759661	0.524164603619136	0.776190476190476	0.857	0.467
PRSS53	9.76894344477644	0.00756311813286516	0.524164603619136	0.866666666666667	0.929	0.6
PSMB3	6.87126766003197	0.032204991271393	0.524164603619136	0.752380952380952	0.857	0.4
PSMC3	7.18418823377905	0.0275405967650001	0.524164603619136	0.723809523809524	0.857	0.4
PSMD1	7.20589665730743	0.0272432817745154	0.524164603619136	0.795238095238095	1	0.8
PSMD8	9.58543168243237	0.00828991269530916	0.524164603619136	0.735714285714286	0.786	0.667
PSMD9	7.10250175910406	0.028688731053206	0.524164603619136	0.766666666666667	0.929	0.6
PSME2	7.84853801806978	0.0197565734710469	0.524164603619136	0.79047619047619	1	0.867
PSME3	9.7695702145119	0.00756074833743784	0.524164603619136	0.854761904761905	0.929	0.667
PTPN2	7.57173016684264	0.0226892262108845	0.524164603619136	0.804761904761905	0.857	0.467
PTPRF	9.09657711209489	0.0105853050466076	0.524164603619136	0.633333333333333	1	0.667
PVT1	7.22360631174842	0.0270031121211407	0.524164603619136	0.761904761904762	0.714	0.267
PYCR1	6.83808437593869	0.0327437823128057	0.524164603619136	0.823809523809524	0.857	0.533
RAB13	7.542068659511	0.0230282321789787	0.524164603619136	0.795238095238095	0.929	0.867
RAB4A	8.93625728063567	0.0114687579525425	0.524164603619136	0.752380952380952	0.857	0.333
RAB7A	7.02355181585968	0.0298438673867804	0.524164603619136	0.819047619047619	1	0.8
RBM10	7.01010724998142	0.0300451621294327	0.524164603619136	0.757142857142857	0.857	0.8
RBM8A	7.66018440442107	0.0217076140475742	0.524164603619136	0.828571428571429	1	0.8
RBPMS	8.59705342492521	0.0135885641341239	0.524164603619136	0.823809523809524	0.857	0.4
RHOD	9.41004550980183	0.00904970829034443	0.524164603619136	0.795238095238095	0.714	0.2
RPL14	8.10914152018782	0.0173429228605849	0.524164603619136	0.766666666666667	1	1
RPL35	8.28464063082661	0.0158859482968396	0.524164603619136	0.785714285714286	1	0.8
RPL39L	10.0465907268424	0.0065827982148887	0.524164603619136	0.671428571428571	0.643	0.2
RPP21	7.98821400231179	0.0184238915807509	0.524164603619136	0.752380952380952	0.643	0.2
RPS26	8.51457354959579	0.0141606714253264	0.524164603619136	0.785714285714286	1	1
RPS29	7.77813987120609	0.0204643703719274	0.524164603619136	0.633333333333333	1	0.667
SART1	7.69628248173419	0.0213193271262053	0.524164603619136	0.788095238095238	0.786	0.4
SCARB2	6.82743302319015	0.0329186302792503	0.524164603619136	0.723809523809524	0.714	0.267
SCO1	8.66032339939084	0.0131654184737965	0.524164603619136	0.7	0.643	0.2
SCP2	9.38018198952101	0.00918585025397001	0.524164603619136	0.723809523809524	1	0.6
SCYL1	7.21087547460469	0.02717554645867	0.524164603619136	0.747619047619048	0.643	0.2
SDHA	6.87132168365211	0.0322041213680344	0.524164603619136	0.797619047619048	0.929	0.8
SEPW1	7.40683575735564	0.0246391687008083	0.524164603619136	0.776190476190476	0.929	0.867
SETD5	9.46109810126321	0.00882162619038301	0.524164603619136	0.778571428571429	0.786	0.4
SH3GLB1	7.82901003964697	0.0199504212651122	0.524164603619136	0.757142857142857	0.786	0.333
SKP1	7.84265488512238	0.0198147743040473	0.524164603619136	0.733333333333333	1	1
SLC25A10	8.52080595541607	0.0141166125836202	0.524164603619136	0.740476190476191	0.643	0.133
SLC35A4	8.373047389413	0.0151990296086127	0.524164603619136	0.70952380952381	0.571	0.267
SMARCA4	7.76713001087795	0.0205773359502083	0.524164603619136	0.766666666666667	1	0.733
SNHG5	8.34787618516741	0.0153915273570334	0.524164603619136	0.785714285714286	0.786	0.333
SNRPA1	9.01086240940141	0.0110488248543019	0.524164603619136	0.70952380952381	0.857	0.4
SNRPF	7.49399716096183	0.0235884385135577	0.524164603619136	0.666666666666667	0.571	0.2
SPATA20	9.49095873371734	0.00869089488010658	0.524164603619136	0.807142857142857	0.786	0.267
SPATS2L	7.12159600336204	0.028416139536865	0.524164603619136	0.764285714285714	0.643	0.267
SPTAN1	8.11504083613599	0.0172918425416455	0.524164603619136	0.728571428571429	0.714	0.667
SQRDL	7.98511514960533	0.0184524601706429	0.524164603619136	0.728571428571429	1	0.667
SRP72	9.57323307366362	0.00834062990878935	0.524164603619136	0.695238095238095	1	0.6
SSR4	8.72519787380808	0.0127452205445746	0.524164603619136	0.75	0.786	0.8
SSSCA1	7.63418760277595	0.0219916201295537	0.524164603619136	0.664285714285714	0.5	0.267
ST13	7.29164466001049	0.0260999382643922	0.524164603619136	0.771428571428571	1	0.8
STARD7	7.17315460875375	0.0276929529476707	0.524164603619136	0.819047619047619	0.857	0.4
STK25	8.16109694629144	0.0168981949044433	0.524164603619136	0.742857142857143	0.714	0.333
STX12	8.02856422706676	0.0180559119940702	0.524164603619136	0.652380952380952	0.571	0.533
STX17	6.92468391697324	0.0313562409457302	0.524164603619136	0.623809523809524	0.857	0.533
SUMO3	7.04938667714748	0.0294608404873447	0.524164603619136	0.757142857142857	1	0.8
SYPL1	8.0722355595982	0.0176659224616246	0.524164603619136	0.761904761904762	0.857	0.6
SYT7	7.81918561801587	0.020048663034821	0.524164603619136	0.776190476190476	0.714	0.267
TAF9B	8.6930115578099	0.0129519907225097	0.524164603619136	0.75	0.643	0.133
TBCB	7.01509302285919	0.0299703562322495	0.524164603619136	0.769047619047619	0.786	0.4
TCTEX1D2	7.56465476196508	0.0227696360910364	0.524164603619136	0.761904761904762	0.643	0.2
TFF1	9.42491393756247	0.00898268028233904	0.524164603619136	0.838095238095238	1	0.6
TFIP11	6.97553116897694	0.0305690999893735	0.524164603619136	0.65952380952381	0.786	0.4
THBS3	8.19607458656156	0.0166052346447982	0.524164603619136	0.733333333333334	0.714	0.2
TIMP2	6.85833539958787	0.0324139076510985	0.524164603619136	0.747619047619048	0.714	0.333
