gs_name	gene	species
cell-state_LumSec-HLA	ANXA1	hs
cell-state_LumSec-KIT	PLCG2	hs
cell-state_LumSec-KIT	MAFB	hs
cell-state_LumSec-KIT	SOX4	hs
cell-state_LumSec-KIT	JUN	hs
cell-state_LumSec-KIT	HES1	hs
cell-state_LumSec-KIT	HEXIM1	hs
cell-state_LumSec-KIT	FOSB	hs
cell-state_LumSec-KIT	GOLGA8A	hs
cell-state_LumSec-KIT	FOS	hs
cell-state_LumSec-KIT	SLC38A2	hs
cell-state_LumSec-KIT	IER5L	hs
cell-state_LumSec-KIT	HSPA2	hs
cell-state_LumSec-KIT	NR4A1	hs
cell-state_LumSec-KIT	HSPA1B	hs
cell-state_LumSec-KIT	IGKC	hs
cell-state_LumSec-basal	PTN	hs
cell-state_LumSec-basal	WFDC2	hs
cell-state_LumSec-basal	MGP	hs
cell-state_LumSec-basal	RARRES1	hs
cell-state_LumSec-basal	SCGB2A2	hs
cell-state_LumSec-basal	KRT6B	hs
cell-state_LumSec-basal	S100A8	hs
cell-state_LumSec-basal	CCL2	hs
cell-state_LumSec-basal	S100A6	hs
cell-state_LumSec-basal	S100A9	hs
cell-state_LumSec-basal	KRT14	hs
cell-state_LumSec-basal	KRT17	hs
cell-state_LumSec-basal	S100A10	hs
cell-state_LumSec-basal	LCN2	hs
cell-state_LumSec-basal	KRT23	hs
cell-state_LumSec-basal	LTF	hs
cell-state_LumSec-lac	LALBA	hs
cell-state_LumSec-lac	CSN1S1	hs
cell-state_LumSec-lac	CSN2	hs
cell-state_LumSec-lac	CSN3	hs
cell-state_LumSec-lac	LYZ	hs
cell-state_LumSec-lac	SPP1	hs
cell-state_LumSec-lac	IGKC	hs
cell-state_LumSec-lac	LTF	hs
cell-state_LumSec-lac	IGHA1	hs
cell-state_LumSec-lac	FABP3	hs
cell-state_LumSec-lac	ZG16B	hs
cell-state_LumSec-lac	CLU	hs
cell-state_LumSec-lac	PLIN2	hs
cell-state_LumSec-lac	XDH	hs
cell-state_LumSec-lac	S100A1	hs
cell-state_LumSec-lac	PIGR	hs
cell-state_LumSec-lac	HLA-DRA	hs
cell-state_LumSec-lac	CEL	hs
cell-state_LumSec-lac	NUPR1	hs
cell-state_LumSec-major	SCGB3A1	hs
cell-state_LumSec-major	CYP24A1	hs
cell-state_LumSec-major	MSMO1	hs
cell-state_LumSec-major	MMP7	hs
cell-state_LumSec-major	TM4SF1	hs
cell-state_LumSec-major	HMGCS1	hs
cell-state_LumSec-major	PDCD4	hs
cell-state_LumSec-major	CALML5	hs
cell-state_LumSec-major	JUND	hs
cell-state_LumSec-major	RPS18	hs
cell-state_LumSec-major	RACK1	hs
cell-state_LumSec-major	IDI1	hs
cell-state_LumSec-major	RPS21	hs
cell-state_LumSec-major	FAM3B	hs
cell-state_LumSec-major	DBI	hs
cell-state_LumSec-major	PIGR	hs
cell-state_LumSec-major	RPS8	hs
cell-state_LumSec-major	RPS28	hs
cell-state_LumSec-major	MT-ND6	hs
cell-state_LumSec-myo	ACTA2	hs
cell-state_LumSec-myo	TAGLN	hs
cell-state_LumSec-myo	DST	hs
cell-state_LumSec-myo	TPM2	hs
cell-state_LumSec-myo	MYLK	hs
cell-state_LumSec-myo	KRT14	hs
cell-state_LumSec-myo	CXCL14	hs
cell-state_LumSec-myo	KRT17	hs
cell-state_LumSec-myo	APOE	hs
cell-state_LumSec-myo	SPARCL1	hs
cell-state_LumSec-myo	CNN1	hs
cell-state_LumSec-myo	ACTG2	hs
cell-state_LumSec-myo	MYL9	hs
cell-state_LumSec-myo	NNMT	hs
cell-state_LumSec-myo	IGFBP2	hs
cell-state_LumSec-myo	THBS1	hs
cell-state_LumSec-myo	POSTN	hs
cell-state_LumSec-prol	HMGB2	hs
cell-state_LumSec-prol	TUBA1B	hs
cell-state_LumSec-prol	HMGN2	hs
cell-state_LumSec-prol	TOP2A	hs
cell-state_LumSec-prol	PTTG1	hs
cell-state_LumSec-prol	UBE2C	hs
cell-state_LumSec-prol	TYMS	hs
cell-state_LumSec-prol	NUSAP1	hs
cell-state_LumSec-prol	PCLAF	hs
cell-state_LumSec-prol	PCNA	hs
cell-state_LumSec-prol	TUBB	hs
cell-state_LumSec-prol	IGKC	hs
cell-state_LumSec-prol	DUT	hs
cell-state_LumSec-prol	CDK1	hs
cell-state_LumSec-prol	CENPW	hs
cell-state_LumSec-prol	TK1	hs
cell-type_Basal	Krt14	mm
cell-type_Basal	Krt17	mm
cell-type_Basal	Dst	mm
cell-type_Basal	Krt5	mm
cell-type_Basal	Saa2	mm
cell-type_Basal	Saa1	mm
cell-type_Basal	Acta2	mm
cell-type_Basal	Sfn	mm
cell-type_Basal	Mylk	mm
cell-type_Basal	Tagln	mm
cell-type_Basal	Actg2	mm
cell-type_Basal	Tpm2	mm
cell-type_Basal	Cnn1	mm
cell-type_Basal	Fbxo32	mm
cell-type_Basal	Oxtr	mm
cell-type_Basal	Tpm1	mm
cell-type_Basal	Cryab	mm
cell-type_Bcell	Igkc	mm
cell-type_Bcell	Iglc2	mm
cell-type_Bcell	Iglc3	mm
cell-type_Bcell	Iglc1	mm
cell-type_Bcell	Iglc4	mm
cell-type_Bcell	Igha	mm
cell-type_Bcell	Jchain	mm
cell-type_Bcell	Ighm	mm
cell-type_Bcell	Mzb1	mm
cell-type_Bcell	Ssr4	mm
cell-type_Bcell	Cd79a	mm
cell-type_Bcell	Cd37	mm
cell-type_Bcell	Derl3	mm
cell-type_Bcell	H2-Ea-ps	mm
cell-type_Bcell	Herpud1	mm
cell-type_Fibroblast	Dcn	mm
cell-type_Fibroblast	Apod	mm
cell-type_Fibroblast	Cfd	mm
cell-type_Fibroblast	Tnfaip6	mm
cell-type_Fibroblast	Lum	mm
cell-type_Fibroblast	Col1a2	mm
cell-type_Fibroblast	Col1a1	mm
cell-type_Fibroblast	Col3a1	mm
cell-type_Fibroblast	Mmp3	mm
cell-type_Fibroblast	Gsn	mm
cell-type_Fibroblast	Fbln1	mm
cell-type_Fibroblast	Ccdc80	mm
cell-type_Fibroblast	Sfrp2	mm
cell-type_Fibroblast	Col6a2	mm
cell-type_Fibroblast	Igfbp6	mm
cell-type_Fibroblast	Igf1	mm
cell-type_Fibroblast	C1s1	mm
cell-type_Fibroblast	C1s2	mm
cell-type_Fibroblast	Col6a3	mm
cell-type_Fibroblast	C1ra	mm
cell-type_Fibroblast	C1rb	mm
cell-type_LumHR	Areg	mm
cell-type_LumHR	Azgp1	mm
cell-type_LumHR	Pip	mm
cell-type_LumHR	Krt18	mm
cell-type_LumHR	Agr2	mm
cell-type_LumHR	Tff1	mm
cell-type_LumHR	S100a14	mm
cell-type_LumHR	Krt19	mm
cell-type_LumHR	Krt8	mm
cell-type_LumHR	Tcim	mm
cell-type_LumHR	Agr3	mm
cell-type_LumHR	Stc2	mm
cell-type_LumHR	Sytl2	mm
cell-type_LumHR	Tff3	mm
cell-type_LumHR	Spint2	mm
cell-type_LumHR	Mgp	mm
cell-type_LumHR	Pthlh	mm
cell-type_LumSec	Scgb2a2	mm
cell-type_LumSec	Slpi	mm
cell-type_LumSec	Wfdc2	mm
cell-type_LumSec	Ltf	mm
cell-type_LumSec	Krt15	mm
cell-type_LumSec	Mmp7	mm
cell-type_LumSec	Scgb3a1	mm
cell-type_LumSec	Krt23	mm
cell-type_LumSec	Cldn4	mm
cell-type_LumSec	Gm5849	mm
cell-type_LumSec	Krt7	mm
cell-type_LumSec	Ccl28	mm
cell-type_LumSec	Tacstd2	mm
cell-type_LumSec	Krt19	mm
cell-type_LumSec	Aldh1a3	mm
cell-type_LumSec	Pigr	mm
cell-type_LumSec	Cldn3	mm
cell-type_Lymphatic	Gm13304	mm
cell-type_Lymphatic	Gm21541	mm
cell-type_Lymphatic	Ccl21c	mm
cell-type_Lymphatic	Ccl21b	mm
cell-type_Lymphatic	Ccl21a	mm
cell-type_Lymphatic	Gm10591	mm
cell-type_Lymphatic	Tff3	mm
cell-type_Lymphatic	Mmrn1	mm
cell-type_Lymphatic	Cavin2	mm
cell-type_Lymphatic	Cldn5	mm
cell-type_Lymphatic	Lyve1	mm
cell-type_Lymphatic	Tfpi	mm
cell-type_Lymphatic	Ppfibp1	mm
cell-type_Lymphatic	Gng11	mm
cell-type_Lymphatic	Ecscr	mm
cell-type_Lymphatic	Angpt2	mm
cell-type_Lymphatic	Prox1	mm
cell-type_Lymphatic	Cd9	mm
cell-type_Lymphatic	Fabp4	mm
cell-type_Lymphatic	Fabp5	mm
cell-type_Lymphatic	Akap12	mm
cell-type_Lymphatic	Ramp2	mm
cell-type_Lymphatic	Cav1	mm
cell-type_Lymphatic	Efemp1	mm
cell-type_Lymphatic	S100a10	mm
cell-type_Myeloid	H2-Ea-ps	mm
cell-type_Myeloid	Il1b	mm
cell-type_Myeloid	H2-Eb2	mm
cell-type_Myeloid	Cd74	mm
cell-type_Myeloid	Ccl3	mm
cell-type_Myeloid	C1qb	mm
cell-type_Myeloid	C1qa	mm
cell-type_Myeloid	Rnase1	mm
cell-type_Myeloid	Fcer1g	mm
cell-type_Myeloid	Tyrobp	mm
cell-type_Myeloid	9530003J23Rik	mm
cell-type_Myeloid	Ccl4	mm
cell-type_Myeloid	H2-Ab1	mm
cell-type_Myeloid	Gpr183	mm
cell-type_Myeloid	Ctsb	mm
cell-type_Myeloid	Cd163	mm
cell-type_Myeloid	C1qc	mm
cell-type_Perivascular	Rgs5	mm
cell-type_Perivascular	Gm13889	mm
cell-type_Perivascular	Igfbp5	mm
cell-type_Perivascular	Steap4	mm
cell-type_Perivascular	Myl9	mm
cell-type_Perivascular	Igfbp7	mm
cell-type_Perivascular	Adamts4	mm
cell-type_Perivascular	Tagln	mm
cell-type_Perivascular	Pdk4	mm
cell-type_Perivascular	Ndufa4l2	mm
cell-type_Perivascular	Gadd45b	mm
cell-type_Perivascular	Rgs16	mm
cell-type_Perivascular	Adamts1	mm
cell-type_Perivascular	Myh11	mm
cell-type_Perivascular	Nr2f2	mm
cell-type_Perivascular	Ccl2	mm
cell-type_Perivascular	Notch3	mm
cell-type_Perivascular	Mcam	mm
cell-type_Tcell	Il7r	mm
cell-type_Tcell	Ccl5	mm
cell-type_Tcell	Ptprc	mm
cell-type_Tcell	Cxcr4	mm
cell-type_Tcell	Cd2	mm
cell-type_Tcell	Srgn	mm
cell-type_Tcell	Nkg7	mm
cell-type_Tcell	Klrb1f	mm
cell-type_Tcell	Klrb1c	mm
cell-type_Tcell	Klrb1a	mm
cell-type_Tcell	Klrb1b	mm
cell-type_Tcell	Klrb1	mm
cell-type_Tcell	Gm44511	mm
cell-type_Tcell	Arhgdib	mm
cell-type_Tcell	Cd3d	mm
cell-type_Tcell	Crem	mm
cell-type_Tcell	Trbc1	mm
cell-type_Tcell	Trbc2	mm
cell-type_Tcell	Leprotl1	mm
cell-type_Tcell	Cd7	mm
cell-type_Tcell	Saraf	mm
cell-type_Tcell	Cd52	mm
cell-type_Tcell	Sytl3	mm
