statistic	source	condition	score	p_value	p_value_BH
ulm	EGR1	b	6.687385413121621	2.3384745401087562e-11	1.1926220154554656e-9
ulm	MYOD1	b	2.7719728470061837	0.005577474200609966	0.025204535311617187
ulm	ETS2	b	5.2961539689112405	1.1965261576765278e-7	2.373110212725113e-6
ulm	GTF2I	b	0.6426622479510308	0.5204514421019955	0.683092517758869
ulm	NR2F1	b	0.9414971315975742	0.34646275363993917	0.522990287735553
ulm	ENO1	b	-0.7672081225818912	0.44296781533059815	0.6101980203911488
ulm	JDP2	b	1.8878375590238023	0.059063780631792163	0.15504242415845443
ulm	MAZ	b	1.8853062503794802	0.05940454363311232	0.15536572950198607
ulm	NR4A1	b	2.5534966154803787	0.010672874785078184	0.04305329150590861
ulm	HMGA1	b	3.8266214376189795	1.3035177553985343e-4	0.0012246206280980968
ulm	NFKB1	b	8.672643266991486	4.574467201251153e-18	8.165423954233309e-16
ulm	USF1	b	4.905740714681571	9.388563704780249e-7	1.5235078375484312e-5
ulm	DDIT3	b	1.19277952848014	0.2329714025374289	0.40870167423028064
ulm	ATF4	b	3.431111261308494	6.024594809081079e-4	0.00450091687055453
ulm	ATF3	b	2.2113703912649725	0.027022677044506803	0.08352463813756648
ulm	TAF1	b	-0.08360441212725563	0.9333718856119213	0.9544652853158389
ulm	RUNX2	b	0.7353384577548037	0.46214294263130207	0.6285144019785709
ulm	TFAP2B	b	2.8399725593910063	0.004516784221025029	0.021216999564551784
ulm	CREM	b	0.8449182526356841	0.3981676772534042	0.5697228888956525
ulm	IRF8	b	3.451807636295448	5.581191904729384e-4	0.0042393308723157235
ulm	ETV5	b	5.99893477646087	2.0240379807068127e-9	6.021512992602768e-8
ulm	DMTF1	b	3.946149579292405	7.971856675504123e-5	8.271149622452201e-4
ulm	NR5A1	b	0.05169630157358291	0.9587712560514956	0.9641727842546026
ulm	NEUROD2	b	0.6367485736953411	0.5242967003376493	0.686025838089965
ulm	NEUROD1	b	1.7232352878678836	0.08486310428569832	0.1967281053895734
ulm	HHEX	b	1.3032141956914356	0.19251826189450094	0.3561089093074447
ulm	FOXO3	b	4.066840396745423	4.7857029577764276e-5	5.423796685479951e-4
ulm	MBD1	b	1.9049258029441363	0.05680558783452056	0.1513402601262973
ulm	CEBPD	b	5.708896479471822	1.1549641895631981e-8	2.748814771160412e-7
ulm	ELK1	b	3.9135833732758036	9.127000553614732e-5	9.178420275043547e-4
ulm	FLI1	b	3.1068480598378923	0.001893867706143555	0.01040170417066537
ulm	ELK4	b	3.618085701523346	2.976000686230935e-4	0.002529600583296295
ulm	PREB	b	1.950592814413403	0.051120951007407246	0.13773720384637272
ulm	POU1F1	b	-1.4164007685370423	0.15667544918768098	0.3090228472928293
ulm	PAX5	b	5.638984602012539	1.7361518948507162e-8	3.756401372495186e-7
ulm	CEBPA	b	6.52568770083746	6.948951327395397e-11	2.7564173598668406e-9
ulm	LITAF	b	-0.8885716267183577	0.37424518174723576	0.5509506386959306
ulm	STAT6	b	6.564027593462728	5.379833446222894e-11	2.2595300474136155e-9
ulm	HIF1A	b	5.677167697172442	1.3904697975128409e-8	3.202565920723124e-7
ulm	TP73	b	2.6766094808222873	0.00744384260238217	0.032618523016734666
ulm	KLF11	b	0.4267228212801196	0.6695863136382775	0.8008666799836064
ulm	TCF4	b	1.3919403015775869	0.16395762015941343	0.3181134260701663
ulm	HIVEP2	b	1.013868475995554	0.3106591000790202	0.4885695979216309
ulm	E2F4	b	-3.6270735972394417	2.874411921290139e-4	0.002472686881688144
ulm	GATA5	b	-0.904152997871587	0.36592634150229075	0.540934591785995
ulm	SRF	b	5.656304533911001	1.570090093345871e-8	3.503263520777975e-7
ulm	ELF1	b	3.708939462930861	2.0875257779282778e-4	0.0018401153153590004
ulm	GATA3	b	0.08150868622170523	0.9350383206354302	0.9544652853158389
ulm	MSX1	b	1.8776533268774425	0.06044471044475359	0.1563678378896886
ulm	OTX2	b	0.35693985725134497	0.7211410016438395	0.8385303586897039
ulm	LHX2	b	2.1708684172127324	0.029954103691935022	0.09024147694532324
ulm	GABPA	b	0.2422195506672059	0.8086127976089887	0.8863357535042587
ulm	HSF2	b	3.1848557706974145	0.001450721829687577	0.008445928788297656
ulm	VDR	b	2.167153562837162	0.03023617600900228	0.09070852802700685
ulm	HOXC8	b	2.745148625372972	0.006054330665017838	0.027017450592642104
ulm	HR	b	0.7290782342713331	0.46596326394602516	0.6325052670293954
ulm	RELB	b	2.8129830285083104	0.004913724144157783	0.022544850880780405
ulm	CEBPE	b	1.0659022269491236	0.2864820938765842	0.4670050571412811
ulm	NR0B1	b	-1.022488532547482	0.3065634354692527	0.48450348306003566
ulm	LEF1	b	1.7696670327910489	0.07679949869850712	0.1840095371501144
ulm	ID1	b	1.6779247465903258	0.09337909640818128	0.21087837687560962
ulm	ZNF143	b	-2.224920240152205	0.026098900679609082	0.0813738650010519
ulm	SOX9	b	2.2647597030819737	0.023539230268819232	0.07597600038994584
ulm	YBX1	b	3.0260789761618465	0.0024809640235860433	0.012836292122032137
ulm	HSF1	b	6.081916401951552	1.2114492393760718e-9	3.760759812671806e-8
ulm	FOXE1	b	2.353461332166693	0.018610202013017607	0.06481797188924181
ulm	POU4F1	b	1.7793919845718265	0.07519233524491045	0.18137610596238535
ulm	NOTO	b	0.8746208041403587	0.3817918967371008	0.5574630148676687
ulm	HNF1B	b	2.837065363523821	0.0045580990747519255	0.021271129015508986
ulm	PAX3	b	4.684042848931751	2.8331958939174015e-6	4.3040465282064357e-5
ulm	ID2	b	0.6693113160685723	0.5033054671707349	0.6691994479700274
ulm	MEF2A	b	4.752427926961673	2.025362206040562e-6	3.1437143806803506e-5
ulm	PDX1	b	-0.392050788569845	0.6950253145657332	0.8178344348671246
ulm	NR2F2	b	-0.4800181360612847	0.6312203115894874	0.7638835635167696
ulm	NR1H4	b	0.9492050482328043	0.34252903796094414	0.5210536171657403
ulm	ASCL1	b	0.4297897603675172	0.6673537106401024	0.8008666799836064
ulm	RFX1	b	0.6065764403821906	0.5441396650572217	0.7011698325725495
ulm	CRX	b	-0.5307792811815906	0.595578266898942	0.7396545960571905
ulm	NRL	b	-2.36503725276449	0.01803876810692541	0.06358790601074271
ulm	UBTF	b	-1.053241679165501	0.29224433399684663	0.472130099559699
ulm	MYBL2	b	-0.7109658961286346	0.4771145526558752	0.6439693584050943
ulm	ELF2	b	2.155312973270016	0.031150525627678456	0.09278473819313779
ulm	JUND	b	3.3832638183436496	7.178195819875729e-4	0.005055891138105586
ulm	TP63	b	0.1898692584002515	0.8494137166989856	0.9181993526225419
ulm	NFKBIB	b	3.0750923558281764	0.002107516165548943	0.011229601061208546
ulm	HOXC6	b	0.12896340316300023	0.897388043313549	0.9340161267141021
ulm	FOXO1	b	7.563887293508607	4.0993891538228345e-14	2.660876232572276e-12
ulm	PITX2	b	5.2879398178124335	1.251420884249358e-7	2.414904084740653e-6
ulm	NR5A2	b	-0.6248929925042949	0.5320491878661633	0.6913614935899398
ulm	POU2F1	b	0.2725913910000436	0.7851704473938332	0.8759557803737453
ulm	XBP1	b	2.4329858128688775	0.014984528310968501	0.05690932560655059
ulm	SREBF1	b	4.190286295938004	2.799270344565982e-5	3.331131710033519e-4
ulm	TCF3	b	3.526234893515037	4.225577171539884e-4	0.0033899574162690755
ulm	LRRFIP1	b	-0.6337696713309752	0.526239176408355	0.6869008628072496
ulm	TCF12	b	1.037195343336694	0.2996587167370756	0.4797226989916412
ulm	E4F1	b	-0.134253733469121	0.8932034335344223	0.93237902272452855
ulm	HOXB1	b	-0.5391942920214857	0.5897594463279249	0.7394935672402922
ulm	BRCA1	b	1.4058821984410592	0.15977631468329528	0.3125487361201995
ulm	ZNF362	b	1.2942836148075612	0.19558402603795422	0.35991493451314255
ulm	NRF1	b	0.4683679476862597	0.6395271387096955	0.7713215828356801
ulm	GATA1	b	0.9438538133145179	0.3452569850980275	0.5222743376271008
ulm	MYCN	b	-1.7713417340457474	0.07652075534576198	0.18395898759890256
ulm	PKNOX1	b	2.28435462885138	0.022362247356403724	0.07426346331382447
ulm	NR4A3	b	2.2540033430652175	0.024207895829514724	0.07730734480860922
ulm	SSRP1	b	4.0017051052121895	6.313858943266628e-5	6.83044740226117e-4
ulm	ZNF91	b	3.5323658559324946	4.128866228258345e-4	0.0033500119170187023
ulm	NR2C1	b	-1.331061771262144	0.18318549196596345	0.3423938252976385
ulm	ID3	b	1.1824066232444124	0.23705996573998206	0.413633212613152
ulm	ERF	b	0.7900501326773757	0.4295088658333659	0.5988878727888236
ulm	ZNF354C	b	4.491756508489216	7.107606389136502e-6	9.950648944791103e-5
ulm	HMGA2	b	3.471775312809153	5.182380800806029e-4	0.004021978143234245
ulm	POU2F2	b	2.974041549075461	0.0029429368876463	0.014797584068869423
ulm	PHOX2B	b	0.6923895682467608	0.4887016187329878	0.6583640675006666
ulm	SREBF2	b	-1.1882923225129443	0.23473388984365098	0.4107843072263892
ulm	ELF4	b	3.30947939314432	9.365261419714999e-4	0.005970354155068312
ulm	TTF1	b	-0.8409594496979996	0.40038178758400333	0.5717451926699567
ulm	DLX4	b	3.222942629365523	0.0012710615317376359	0.007690999437802305
ulm	NR1I2	b	0.10387224495632646	0.91727188683427	0.9491769959415489
ulm	NR1H3	b	0.9246834359930944	0.3551429547408562	0.5327144321112843
ulm	MITF	b	5.886226854570855	4.021058892871369e-9	1.1484144198040629e-7
ulm	NCOA1	b	1.686813766517969	0.09165644089549216	0.20841623821459046
ulm	NCOR1	b	-3.1817539692642423	0.0014663388675857107	0.008445928788297656
ulm	FOSL1	b	0.3380534525921751	0.735326837090335	0.8481799057875593
ulm	JUNB	b	2.9950057144776028	0.0027481180253533816	0.014015401929302245
ulm	MTF2	b	-0.4220772274456917	0.6729736742731094	0.8035170625936457
ulm	DNMT1	b	3.812171411817523	1.3820882157819766e-4	0.0012815727091796511
ulm	KLF5	b	1.1043787904241873	0.26944357321228024	0.44636359924261737
ulm	NR3C2	b	4.991681315973778	6.041321062720461e-7	1.0270245806624783e-5
ulm	MYRF	b	2.59085936714753	0.009581357845137113	0.03954386995045028
ulm	EBF1	b	5.018126854345956	5.267353228931002e-7	9.172902940138379e-6
ulm	CREBBP	b	0.07085478811596413	0.9435141114116502	0.9580303668024305
ulm	ZFPM1	b	0.677192755237232	0.4982923392688682	0.6650107107251811
ulm	APEX1	b	2.0687691784518547	0.038581950158816915	0.10931552544998126
ulm	TEAD2	b	1.9724181195561055	0.04857712834462689	0.13229808601549362
ulm	TFAM	b	-2.025901603271722	0.042789543567695834	0.11979070448060379
ulm	IRF4	b	4.906510387673478	9.351862274796028e-7	1.5235078375484312e-5
ulm	ZBED1	b	-1.3760507683441472	0.16882298144405447	0.32323464006050306
ulm	NCOA2	b	0.788707415161704	0.4302933875919699	0.5988878727888236
ulm	FOXA1	b	-3.3536460027065855	7.991831196874648e-4	0.005332866798662148
ulm	NR4A2	b	1.315909674099537	0.18822106680796982	0.3508873151459281
ulm	KLF1	b	1.8134087918995143	0.06978538869335645	0.17361243040786237
ulm	LHX3	b	-2.579124424105396	0.009912946479104075	0.040444821634744624
ulm	CTCF	b	0.8589095138148329	0.3904018416401106	0.5676553974996658
ulm	BCL6	b	3.5202532719067734	4.321967726733285e-4	0.003428761063208406
ulm	RB1	b	0.4464734256367926	0.6552606584025996	0.7889647725117304
ulm	TFCP2	b	2.8616508029667016	0.004219251480613736	0.020218426558108776
ulm	REST	b	-0.04869001662936695	0.961166870515292	0.9652224269309684
ulm	ESRRA	b	-1.440425252493881	0.14976446144190622	0.29952892288381244
ulm	HOXD3	b	2.1061700255925775	0.035203350564180294	0.10094454740090253
ulm	IRF9	b	1.9182229448483092	0.05509850008983028	0.14734205641999557
ulm	TFE3	b	2.3642135701918816	0.018078914454034693	0.06358790601074271
ulm	ZNF236	b	2.2789248441067236	0.02268315257432646	0.07498042100957912
ulm	TFAP2C	b	-3.217028390755444	0.0012975411132506145	0.007785246679503687
ulm	PAX8	b	0.4266597961342526	0.6696322240199062	0.8008666799836064
ulm	NKX2-1	b	0.2860586071641746	0.774836515588567	0.869404092074309
ulm	PBX1	b	2.229574383498343	0.025787960819153428	0.08075703519682258
ulm	SP4	b	-1.5533874526861862	0.1203481241255284	0.25125310124452416
ulm	CIITA	b	0.3554407936616534	0.722263544249535	0.8385303586897039
ulm	CDX2	b	0.06658587312626833	0.9469121295743019	0.9587717204175045
ulm	ELF3	b	0.3257271397075428	0.7446345829221094	0.8548781918704066
ulm	ELF5	b	1.111764011547715	0.2662544311423813	0.4431367455376696
ulm	ZEB1	b	3.918146986037859	8.956100934340293e-5	9.135222953027099e-4
ulm	EGR3	b	2.9421006322688465	0.003264081739539404	0.016072788703662994
ulm	EWSR1	b	0.1665746665969596	0.867706593392691	0.9246903099737035
ulm	NAB2	b	-4.055760746745235	5.018120649982443e-5	5.598340850136663e-4
ulm	DEAF1	b	1.7044482318724818	0.08831458292356162	0.2021045263058429
ulm	TBPL1	b	0.1374670606020401	0.8906631600653234	0.931100312744725
ulm	MEF2C	b	3.1082689145769957	0.001884790441487086	0.01040170417066537
ulm	POU4F2	b	-1.1713655658348976	0.24146732341393698	0.419483379361438
ulm	TAL1	b	0.9705074931261007	0.3318065911478436	0.5094836689883018
ulm	EPAS1	b	1.6721538303581254	0.09451131736721999	0.21087837687560962
ulm	SMARCA1	b	0.5570910863423598	0.5774721021791722	0.7310551080778882
ulm	NFATC4	b	0.12972788021571696	0.896783168703571	0.9340161267141021
ulm	FOXM1	b	0.6120608117725601	0.5405052305490408	0.6997014297778829
ulm	MYF5	b	0.792101152804248	0.42831210358193605	0.5984634871966777
ulm	MYOG	b	0.5234720308754165	0.6006522335566276	0.7432681018361041
ulm	SMAD7	b	0.06518279630612409	0.9480291801327145	0.9587717204175045
ulm	SOX10	b	2.8726688673366354	0.004074946681529533	0.01965886439602761
ulm	POU3F1	b	2.1176304634049004	0.034220005108974064	0.09932147824311983
ulm	NKRF	b	0.8193239713839517	0.4126124129949049	0.5833767581749745
ulm	ATF6	b	0.2991558490299499	0.7648245777403979	0.8661866703051773
ulm	HOPX	b	-2.325755830684467	0.020042597001966277	0.0685897285515462
ulm	NKX6-1	b	2.351358018034707	0.018715713541447358	0.06485292551733458
ulm	ERG	b	1.8901781151980481	0.05875014201699148	0.15478819704845725
ulm	FEV	b	-2.480666221433962	0.01312274972916325	0.05092197449251392
ulm	PITX3	b	2.6591049634644945	0.007841766260945154	0.033933461274635396
ulm	HOXB2	b	2.365871828060915	0.01799817051411455	0.06358790601074271
ulm	SATB1	b	0.7662336588485892	0.4435473005364232	0.6101980203911488
ulm	NFKB2	b	4.524797958237642	6.0838684346380555e-6	8.687764124663143e-5
ulm	RORA	b	-0.288117959525259	0.7732597523599305	0.869404092074309
ulm	PROX1	b	0.016281641815135837	0.9870098831924959	0.9883941887790212
ulm	KLF3	b	0.2850033718437504	0.7756448272427658	0.869404092074309
ulm	PEG3	b	1.1381325622340344	0.25508023346001374	0.4315812480816346
ulm	NR2E3	b	-0.7832050667494941	0.433516971892534	0.6022006185433254
ulm	NCOR2	b	0.37395146507583554	0.7084448165516428	0.8278716841536382
ulm	NCOA3	b	-1.7972965786006607	0.07230525152567223	0.17825650786697664
ulm	ZFHX3	b	2.6564606032668645	0.007903508693757146	0.03399460968278676
ulm	SMAD1	b	3.331539463758214	8.65403328702041e-4	0.005721277561974604
ulm	SPDEF	b	-1.6408578244718	0.10084434822066927	0.22154727578325495
ulm	PAX2	b	-0.34720354944845283	0.7284424508539544	0.84433102258072
ulm	KLF13	b	0.24700720409431312	0.8049054568379806	0.8855200249342344
ulm	GTF2IRD1	b	-0.3148300536721688	0.7528943294037601	0.8587325098950236
ulm	MAFB	b	2.2071699406564758	0.027314720334348914	0.08406340654622899
ulm	NR2F6	b	-0.7190824254219217	0.4720994405075257	0.6387474886029458
ulm	ELK3	b	-1.8175471979462585	0.0691499336325152	0.17263305109655894
ulm	KLF6	b	3.888384496667072	1.0127486003166288e-4	9.905513707206479e-4
ulm	SNAI1	b	3.427079934281562	6.114690986607696e-4	0.00450091687055453
ulm	HESX1	b	0.6656288547994434	0.5056568605859184	0.6710762053129102
ulm	BACH2	b	-0.8555063067157064	0.3922822657730093	0.5676553974996658
ulm	PATZ1	b	0.2574693016872451	0.7968194442249908	0.8795999380024621
ulm	ZHX2	b	0.3871669595845206	0.6986371716870425	0.8204092696118006
ulm	ONECUT1	b	-0.6603139307840007	0.5090608150329501	0.6730915220991229
ulm	RXRA	b	0.18906793459122456	0.8500416975959387	0.9181993526225419
ulm	NR1H2	b	2.215592752512326	0.02673183108047475	0.08298490170199552
ulm	KAT5	b	-1.2838128280586725	0.19922392727149485	0.3647330360816598
ulm	GBX2	b	3.102886343061552	0.0019193900005733376	0.010461408094727962
ulm	YBX3	b	-1.705266650493524	0.08816190420275073	0.2021045263058429
ulm	SMAD6	b	1.5838293983074017	0.11325005971339445	0.24065637689096323
ulm	MYBL1	b	-0.8109575062143195	0.4174007625891817	0.587594598764115
ulm	CDX1	b	1.607360438567237	0.10799280725043188	0.23224959149641075
ulm	TFDP1	b	-1.566571836840896	0.1172323281374733	0.24756637184043223
ulm	KLF12	b	0.19651246848245257	0.8442112860141968	0.9160590550366816
ulm	KMT2A	b	0.2471731289675648	0.8047770502751667	0.8855200249342344
ulm	GATA2	b	5.16647117689144	2.4109291648656255e-7	4.3035085592851416e-6
ulm	PRDM1	b	0.1174366522269244	0.9065153468672931	0.9398381407047133
ulm	MXD1	b	1.0249905314393375	0.30538138613449006	0.48450348306003566
ulm	CLOCK	b	3.107242276490368	0.001891345199168136	0.01040170417066537
ulm	BHLHE40	b	-0.7549750609488661	0.4502737927381134	0.6166976054278165
ulm	SRY	b	-1.1588824052878632	0.24651944705564083	0.4231127048022297
ulm	MAF	b	4.096663830207104	4.209751443958617e-5	4.848004082236214e-4
ulm	AIRE	b	2.846056186573858	0.0044314242557247	0.02095813516822302
ulm	ZGPAT	b	2.3710107808561443	0.017749947490586875	0.06358790601074271
ulm	ETV1	b	-0.06947465630061685	0.9446125745502957	0.9580303668024305
ulm	KLF4	b	2.10756796424606	0.03508212530043993	0.10094454740090253
ulm	EGR2	b	3.455949638402582	5.496185839967157e-4	0.00421965235455543
ulm	SIX4	b	1.1470005874293747	0.25139657577585606	0.4273741788189553
ulm	NEUROG3	b	-0.3746298296215763	0.7079401846501596	0.8278716841536382
ulm	CXXC1	b	3.945510614814706	7.993127786403388e-5	8.271149622452201e-4
ulm	TBX21	b	4.241009930417604	2.2362365773467986e-5	2.801180554781779e-4
ulm	HOXA10	b	-1.2186109740334772	0.22300780232121792	0.3921861351166246
ulm	LMX1B	b	1.0502915789715865	0.293598131711588	0.4732033093500538
ulm	TBX2	b	-2.045702870058062	0.040800070666937756	0.11514328243554767
ulm	ZNF699	b	0.6726027912186762	0.501208632204688	0.6676547824517672
ulm	RFX5	b	2.2323671615069647	0.02560291971243944	0.08053076949199013
ulm	RFXANK	b	2.3250520445141847	0.02008020334684723	0.0685897285515462
ulm	RFXAP	b	2.0903242169524017	0.036602635504012965	0.10412064442177393
ulm	BARX2	b	0.1943257542247774	0.845923007082593	0.9165235615432039
ulm	FOXO4	b	1.2252721152716592	0.2204886927512851	0.38871339907263597
ulm	DLX5	b	3.203380715846687	0.0013606000183282421	0.00809557010905304
ulm	ID4	b	-1.4173550428743962	0.15639640371731053	0.3090228472928293
ulm	SPIB	b	3.0340194733009507	0.00241661892324913	0.012594641687590356
ulm	FOXN1	b	0.9210734697318381	0.3570243756394915	0.5344138452968489
ulm	TBX5	b	2.145968051485686	0.0318888159303483	0.09369800236324563
ulm	TLX1	b	1.311241882620943	0.1897927297898084	0.35197924433746286
ulm	HIVEP1	b	-1.8584004005786035	0.06312843631188875	0.1604046388850127
ulm	SMAD2	b	5.845475160562548	5.1382522962718536e-9	1.3102543355493226e-7
ulm	NKX3-1	b	2.6495646893871885	0.008066572876450363	0.034179398944721245
ulm	HAND1	b	1.1244815283061134	0.2608237500246452	0.4378869136545176
ulm	HAND2	b	3.2578037459683524	0.001124853771097708	0.0070451367768751185
ulm	PAX7	b	0.08218161404385543	0.9345032047346662	0.9544652853158389
ulm	SFPQ	b	2.580626060702935	0.009869952634130276	0.040444821634744624
ulm	BMAL1	b	3.36934171558197	7.550558898062096e-4	0.005134380050682226
ulm	SKIL	b	0.2850934204882323	0.7755758403609441	0.869404092074309
ulm	TBXT	b	3.1793342832131843	0.0014786289895479092	0.008445928788297656
ulm	MSX2	b	-2.3197728379643032	0.02036426308946615	0.0689103499804684
ulm	MZF1	b	-0.29704593382496386	0.7664348575693782	0.8661866703051773
ulm	HOXA5	b	0.49259890984012267	0.6223020078814282	0.7582314567019449
ulm	HOXB4	b	-1.438331504712837	0.1503573479140533	0.2998747106442292
ulm	CREB3	b	2.386523141868343	0.017018771355456323	0.0619969527948766
ulm	NFE2	b	0.47790969622985946	0.6327202650436419	0.764403162844603
ulm	ZNF76	b	-0.3256065617250363	0.7447258198086735	0.8548781918704066
