gs_name	pathway	NEO_pval	NEO_padj	NEO_log2err	NEO_ES	NEO_NES	NEO_size	DTP_pval	DTP_padj	DTP_log2err	DTP_ES	DTP_NES	DTP_size
Breast_DEGs	MCF7_TamR_WM-2d_vs_MCF7_TamR_top1k-up	0.21018930957683743	0.21466142254655735	0.03421578704846918	0.16940297225693146	1.1740677050196275	197	2.7389870849048854e-16	3.459773159879855e-16	1.0376961554875836	0.38637720364755224	2.521731735362919	347
Breast_DEGs	MCF7_TamR_WM-7d_vs_MCF7_TamR_top1k-down	9.727336067679663e-4	0.0012619246790503348	0.47727081536286214	0.2920394739511688	1.8908796438619995	130	0.003993154592127781	0.003993154592127781	0.31827967504043686	-0.2571846103454358	-1.5381884184758647	200
Breast_DEGs	MCF7_TamR_WM-7d_vs_MCF7_TamR_top1k-up	7.441399126781961e-7	1.2316798554673592e-6	0.6594443980379349	0.27629873867597876	2.050802437723827	334	1.3879402494673154e-55	2.379326141943969e-55	1.9466778205929811	0.5007934272300469	3.402291724717646	555
Breast_DEGs	MCF7_TamR_vs_MCF7_RM_top1k-down	9.203682945619345e-37	2.7611048836858037e-36	1.5763736216004742	-0.4274662124757902	-3.6686434039460676	400	9.973944838214854e-11	1.1676813469129585e-10	0.8390889356212738	-0.2905648943506848	-1.9532530759378015	611
Breast_DEGs	MCF7_TamR_vs_MCF7_RM_top1k-up	0.12671509281678772	0.13222444467838718	0.04475006052076784	0.1727639651275428	1.2409657096946838	255	2.18752062479383e-25	3.1818481815182985e-25	1.303093150865724	0.40673477465930297	2.7278053094274246	473
Breast_DEGs	MCF7_WM-2d_vs_MCF7_RM_top1k-down	1.4870231492806512e-98	3.5688555582735627e-97	2.5942403887189593	-0.6015713990190868	-5.207320606686632	435	1.4620585252629778e-178	1.7544702303155734e-177	3.4983420987337905	-0.6792413705569218	-4.619864557967409	715
Breast_DEGs	MCF7_WM-2d_vs_MCF7_RM_top1k-up	5.385101406526335e-7	9.231602411188003e-7	0.6594443980379349	0.26643923135656705	2.0000927514998175	377	5.43524881153665e-133	2.3717449359432654e-132	3.0185256745446525	0.6204113891142031	4.291404559305059	688
MSigDB_Hallmark	HALLMARK_ADIPOGENESIS	8.373732571496995e-8	3.4192741333612727e-7	0.7049757151672383	0.490073145245559	2.7860014444782584	69	0.05496386458729555	0.06870483073411943	0.0837037443963104	-0.25189448129362296	-1.3730717275836513	110
MSigDB_Hallmark	HALLMARK_ALLOGRAFT_REJECTION	6.258465382219345e-9	2.787861852079526e-8	0.7614608014455848	0.46690498673501507	2.8491230374878094	95	0.008586387434554974	0.012266267763649964	0.22623238004642038	0.30301124197002144	1.6295203885481233	90
MSigDB_Hallmark	HALLMARK_ANDROGEN_RESPONSE	0.17177711836465545	0.20529460487483212	0.04231202342206551	0.25292945478450224	1.2891362440381375	44	7.99793153025849e-4	0.0015380637558189403	0.47727081536286214	0.38003139476519465	1.9096528836211664	65
MSigDB_Hallmark	HALLMARK_ANGIOGENESIS	0.07049005681818182	0.09371116806461634	0.071001584690387	0.41240007725317845	1.5217532672107927	16	0.0010891041165075202	0.0019448287794777148	0.45505986738722953	0.5313168230635603	2.092711326225143	24
MSigDB_Hallmark	HALLMARK_APICAL_JUNCTION	9.611709609606588e-5	2.7704339462983693e-4	0.5384340963099162	0.38100786189009567	2.2379505173501544	81	5.053112109528688e-4	0.0010106224219057376	0.47727081536286214	0.32587820692132774	1.8174126863857714	113
MSigDB_Hallmark	HALLMARK_APICAL_SURFACE	0.2412725709372313	0.2627190216872074	0.03571995940252628	0.29241984641997454	1.20933507858006	22	0.006304531908582074	0.00985083110715949	0.40701791892395395	0.4789747952781027	1.9507792161750486	27
MSigDB_Hallmark	HALLMARK_APOPTOSIS	3.243549187775781e-6	9.933369387563329e-6	0.6272567397185284	0.4427845165334586	2.510253651386845	68	3.33970399237376e-10	1.2845015355283692e-9	0.8140358378479079	0.4956871457246551	2.7096591603278166	99
MSigDB_Hallmark	HALLMARK_BILE_ACID_METABOLISM	0.023939243850090806	0.034500674960424985	0.11914593408036928	0.3389708177278402	1.6935284918783646	41	0.1551796157059315	0.16867349533253423	0.05094176706286415	0.25639514449712614	1.264965245100181	59
MSigDB_Hallmark	HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.12426630890491364	0.1522262284085192	0.051016023983846234	0.2952168190634525	1.3789431693087084	33	0.08611800649226657	0.10013721685147277	0.06642290670214004	-0.29635631352065706	-1.391232620581066	52
MSigDB_Hallmark	HALLMARK_COAGULATION	4.733159681793103e-11	2.899060305098276e-10	0.851339057116899	0.5660326188605843	3.182727119236696	65	1.5369286442657494e-10	6.40386935110729e-10	0.826657301178302	0.5191011235955056	2.749858185281371	85
MSigDB_Hallmark	HALLMARK_COMPLEMENT	2.069858501041351e-6	6.761537770068413e-6	0.6272567397185284	0.43205730603895676	2.523531776086239	78	1.2176426749999912e-11	5.534739431818142e-11	0.8753251320246591	0.49654983779217315	2.7692430959157543	113
MSigDB_Hallmark	HALLMARK_DNA_REPAIR	7.104703219395935e-4	0.0014505435739600033	0.47727081536286214	-0.39582949591698896	-2.135041914982765	41	2.0180362860980467e-7	5.935400841464843e-7	0.6901324587967956	-0.5220510143964825	-2.5542355977997593	63
MSigDB_Hallmark	HALLMARK_E2F_TARGETS	9.409679913481352e-38	4.6107431576058626e-36	1.5959566534683016	-0.7352031276559579	-4.888853435578597	89	6.283885404270674e-62	3.141942702135337e-60	2.055339741087164	-0.8089610466095339	-4.4871855803854945	122
MSigDB_Hallmark	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	6.070682023505803e-25	9.915447305059477e-24	1.2951230874100392	0.6100622493825218	3.880686170398976	117	2.0828222672566508e-19	2.6035278340708133e-18	1.142191202168377	0.542598227235035	3.1565884400350024	145
MSigDB_Hallmark	HALLMARK_ESTROGEN_RESPONSE_EARLY	1.7670985678849493e-26	4.329391491318126e-25	1.334497490816582	-0.5881944296384737	-4.2141917827382755	125	4.8624026645688565e-12	3.039001665355535e-11	0.8870749883998732	0.45973706447993	2.6670277114989513	142
MSigDB_Hallmark	HALLMARK_ESTROGEN_RESPONSE_LATE	1.4677709673784254e-22	1.798019435038571e-21	1.229504056608731	-0.5544908106177692	-3.9504490471722473	122	1.374085367870835e-4	2.8626778497309064e-4	0.5188480777437918	0.32425693892185137	1.9022186067022195	154
MSigDB_Hallmark	HALLMARK_FATTY_ACID_METABOLISM	0.002699457975122391	0.004899016325222117	0.4317076958033464	0.36927218024778996	1.9740229906912699	53	0.15169507757134648	0.16855008619038497	0.04920898728497633	-0.23152931089915343	-1.2350735938229067	99
MSigDB_Hallmark	HALLMARK_G2M_CHECKPOINT	2.2154118952277848e-20	2.171103657323229e-19	1.1690699667610949	-0.6027449077108591	-3.9590747132371114	84	4.2032176345248406e-41	7.005362724208068e-40	1.6719967162759382	-0.7535439650402557	-4.093203671283443	108
MSigDB_Hallmark	HALLMARK_GLYCOLYSIS	0.00209121719968072	0.004098785711374211	0.4317076958033464	-0.32057442479261233	-1.9412951017014013	60	0.003197893152746426	0.005329821921244044	0.35481951210374685	-0.298618381010347	-1.673784878041423	130
MSigDB_Hallmark	HALLMARK_HEDGEHOG_SIGNALING	0.7640732265446224	0.7640732265446224	0.020379348843539084	-0.19108503031245141	-0.7499244139841175	16	0.006637627048330222	0.010057010679288214	0.25663501697244306	0.47414118791498405	1.8884748560547415	25
MSigDB_Hallmark	HALLMARK_HEME_METABOLISM	0.3759578544061303	0.4004768449108779	0.025997493428678697	0.19518779342723006	1.0709245814733683	59	0.004020313161235718	0.006484376066509222	0.3350685587170139	0.3257713572320314	1.7257235488335574	85
MSigDB_Hallmark	HALLMARK_HYPOXIA	1.436335846188596e-4	3.51902282316206e-4	0.5188480777437918	0.35152667859650144	2.1217435690644724	91	9.972407060453714e-12	4.986203530226857e-11	0.8753251320246591	0.4664727191017356	2.6926517135459127	135
MSigDB_Hallmark	HALLMARK_IL2_STAT5_SIGNALING	0.0023001949948222356	0.00433498287485729	0.4317076958033464	0.3015040409906805	1.840545008044044	96	9.134087896738239e-4	0.0016914977586552295	0.47727081536286214	0.31052512340355354	1.7815177731623533	131
MSigDB_Hallmark	HALLMARK_IL6_JAK_STAT3_SIGNALING	0.015761234071093227	0.023403044529805097	0.14850014187143123	0.37914813626151944	1.7861532386020416	34	0.029669870455495195	0.038792495415432365	0.12042065316743104	0.3542993575870006	1.6030388731868344	40
MSigDB_Hallmark	HALLMARK_INFLAMMATORY_RESPONSE	1.2618473509524083e-4	3.4350288998148893e-4	0.5188480777437918	0.35055388129384196	2.110388940895891	90	4.622468942775861e-8	1.540822980925287e-7	0.7195128263389107	0.4327862523764573	2.4232018047696307	115
MSigDB_Hallmark	HALLMARK_INTERFERON_ALPHA_RESPONSE	0.20631361048818353	0.22975833895274983	0.0391519644289041	0.3142924571312104	1.2589141424634391	20	4.487475522329441e-5	1.0198808005294184e-4	0.557332238758646	0.4778621557605826	2.2789756883492767	51
MSigDB_Hallmark	HALLMARK_INTERFERON_GAMMA_RESPONSE	3.416283046461906e-4	7.60899405802879e-4	0.49849310876659025	0.3664419613999446	2.1456096227306802	79	5.90691021707946e-6	1.436694921327726e-5	0.610526878385931	0.385295548833406	2.157297890531616	115
MSigDB_Hallmark	HALLMARK_KRAS_SIGNALING_DN	0.18464449851311165	0.21040884714284816	0.05330570179080627	-0.2023018845829437	-1.2506032870018788	66	0.030258146424037242	0.038792495415432365	0.1199912983547285	0.26336259270391005	1.4539691465764444	106
MSigDB_Hallmark	HALLMARK_KRAS_SIGNALING_UP	5.3542161061689945e-9	2.6235658920228076e-8	0.7614608014455848	0.44339485195828826	2.735268444270699	101	1.1706450212669605e-4	2.5448804810151315e-4	0.5384340963099162	0.3432952731431027	1.9457058779378953	123
MSigDB_Hallmark	HALLMARK_MITOTIC_SPINDLE	0.052273915316257184	0.07318348144276006	0.1011176487430608	-0.2554599947875945	-1.5012326021334965	54	6.034118669576449e-6	1.436694921327726e-5	0.610526878385931	-0.44113993575128213	-2.2816936451779015	82
MSigDB_Hallmark	HALLMARK_MTORC1_SIGNALING	3.9148921505713857e-4	8.34042240773904e-4	0.49849310876659025	-0.32683167428930143	-2.1017258769813605	77	1.2993897854041493e-15	1.0828248211701244e-14	1.0175447973098848	-0.5274120394856937	-2.987942589217112	141
MSigDB_Hallmark	HALLMARK_MYC_TARGETS_V1	3.211269766937819e-14	2.622536976332552e-13	0.9653277542260832	-0.5941401495392107	-3.573852002258028	59	1.2123486789567362e-47	3.0308716973918407e-46	1.7973424641233884	-0.7236807543455533	-4.137746300379445	149
MSigDB_Hallmark	HALLMARK_MYC_TARGETS_V2	3.783711935082674e-7	1.324299177278936e-6	0.674962860011025	-0.593439831920597	-2.8604992981700286	29	5.807813805114257e-12	3.226563225063476e-11	0.8870749883998732	-0.6741389576608481	-3.0717429479438785	45
MSigDB_Hallmark	HALLMARK_MYOGENESIS	8.546607117117603e-14	5.982624981982322e-13	0.9545416307257243	0.5357575359149667	3.275565166795786	97	3.814783562458525e-8	1.3624227008780448e-7	0.7195128263389107	0.4197063441623986	2.3899179489068563	126
MSigDB_Hallmark	HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.005670611439842209	0.009923570019723866	0.30377943455118267	-0.39023747018136923	-1.9531893813125734	32	5.447021257419977e-6	1.4334266466894677e-5	0.610526878385931	-0.3747759374775938	-2.1000233682296527	132
MSigDB_Hallmark	HALLMARK_P53_PATHWAY	1.3336062058305766e-4	3.4393002150367503e-4	0.5188480777437918	0.3691879351551548	2.140013843354771	76	2.0074949626032278e-7	5.935400841464843e-7	0.6901324587967956	0.4095336870446214	2.295997352015123	116
MSigDB_Hallmark	HALLMARK_PANCREAS_BETA_CELLS	0.07076149425287356	0.09371116806461634	0.0712828552644706	0.47002174588381485	1.5201350814715187	11	0.9497726333195535	0.9497726333195535	0.015648855242256596	0.14712662470367038	0.5491375644263923	20
MSigDB_Hallmark	HALLMARK_PEROXISOME	0.1796638655462185	0.20960784313725492	0.0417110149952	0.28143856766480635	1.292591787792557	31	0.09915611814345991	0.11267740698120446	0.061819319497729584	-0.2801978385395506	-1.346196805220563	59
MSigDB_Hallmark	HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.645864289252105	0.6593197952781905	0.024291921715843816	-0.1675015942747821	-0.8588932415611766	34	0.23808623298033282	0.24800649268784672	0.03802265683649372	-0.2597612958226769	-1.190465132870804	46
MSigDB_Hallmark	HALLMARK_PROTEIN_SECRETION	0.08626465661641541	0.11123600458432514	0.061945887634562026	0.3285313814047656	1.468468491503779	28	0.5287476479197156	0.5395384162446077	0.024799940037204583	0.22322258609230966	0.9552507780881552	33
MSigDB_Hallmark	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.01138587439957303	0.017434620174346202	0.1804678930799227	0.5027043829654958	1.809490986450701	15	0.08569774174869717	0.10013721685147277	0.06696957865216217	-0.37581643502696127	-1.461988371425274	25
MSigDB_Hallmark	HALLMARK_SPERMATOGENESIS	0.007870142646335464	0.012854566322347926	0.25663501697244306	-0.38153354569048675	-1.8668445278289914	30	0.007447011647890013	0.010951487717485314	0.23205681807560835	-0.3715830542069676	-1.7443814849986046	52
MSigDB_Hallmark	HALLMARK_TGF_BETA_SIGNALING	0.10519735667083407	0.13217103786848383	0.05769409323343745	0.40846930846930846	1.4385281658926348	14	2.1955347506226527e-6	6.098707640618479e-6	0.6272567397185284	0.5965576608730135	2.5129771938955914	31
MSigDB_Hallmark	HALLMARK_TNFA_SIGNALING_VIA_NFKB	2.589063514414592e-7	9.758777862024232e-7	0.674962860011025	0.41749350663464363	2.5860031873275213	103	1.633489820836721e-17	1.633489820836721e-16	1.0768681926198325	0.5403743643235753	3.107804010674878	133
MSigDB_Hallmark	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.006083650190114068	0.010279271010882392	0.2972329219997305	-0.34548919114265064	-1.863514245077238	41	0.0016777092655081713	0.00289260218191064	0.45505986738722953	-0.4051652493726315	-1.927315064387955	56
MSigDB_Hallmark	HALLMARK_UV_RESPONSE_DN	3.876766858933307e-9	2.1106841787525786e-8	0.7614608014455848	0.5172900995141827	2.9326440122565107	68	3.1989135952401483e-13	2.2849382823143918e-12	0.932595211336209	0.5786078176968801	3.0084157261115085	77
MSigDB_Hallmark	HALLMARK_UV_RESPONSE_UP	0.010788513406314454	0.017052811513206718	0.1750040159423417	0.3047051187700523	1.7180052016852407	66	0.01753653444676409	0.023698019522654174	0.15722006939374256	0.2815370187154753	1.543184424233556	100
MSigDB_Hallmark	HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.4550022841480128	0.4743640834734602	0.02893094819770947	-0.2892134016881569	-1.0072679577648593	12	0.07444626743232158	0.09078813101502631	0.07438801920351076	0.4041495710236135	1.4909695544407666	19
MSigDB_Hallmark	HALLMARK_XENOBIOTIC_METABOLISM	3.392534200675422e-4	7.60899405802879e-4	0.49849310876659025	0.3614877589453861	2.1029697507651544	77	0.015048749470114454	0.02090104093071452	0.171214318379654	0.2707218246258091	1.5260150051871348	119
