logFC	AveExpr	t	P.Value	adj.P.Val	B
S100A14	-0.705958248923492	9.41766748979222	-6.22608068529174	2.47099625583491e-07	2.37215640560151e-05	6.8739461124739
VIM	1.02163495598798	11.0881141114106	6.22395672619614	2.4878627836016e-07	2.37231908922225e-05	6.86739970648041
PPAP2B	1.02564681597726	7.87267754404771	6.21936606495602	2.52471272782517e-07	2.391407895796e-05	6.8532502447921
BIRC5	-1.00228965330997	5.8436496697414	-6.21367752466106	2.57113510579321e-07	2.41925083331854e-05	6.83571639298811
DPYSL2	0.619416073254025	9.57742568674892	6.20929700777989	2.60746514189201e-07	2.43729373263169e-05	6.82221392544899
PID1	1.04161649531057	6.32896915788441	6.20040228112267	2.68282406903636e-07	2.49134407665808e-05	6.79479598794501
SERPINF1	0.99849041231757	10.0902280234107	6.17414920952977	2.9182135824746e-07	2.69233627141552e-05	6.71386447397945
OLA1	-0.55338724372173	10.2466858169469	-6.16772705985723	2.97887805308712e-07	2.73057415343625e-05	6.69406525085216
C7	1.59143068617484	6.69079694628498	6.16031595888918	3.05045577059763e-07	2.74795377808892e-05	6.67121651741844
EMX2	1.62870062113502	5.17010273882914	6.15981533368869	3.05535254635682e-07	2.74795377808892e-05	6.66967304612083
LHFP	0.929981426181299	8.65154901091155	6.15976342204037	3.05586076110677e-07	2.74795377808892e-05	6.66951299780407
NME4	-0.445811285887598	8.73726684369315	-6.14680199884798	3.18543940945224e-07	2.84646057418223e-05	6.6295508308946
CDC20	-1.27740019891204	4.87451501575685	-6.11588517998939	3.51717573803557e-07	3.11601648809364e-05	6.53422269089509
DPT	1.57369079586333	7.94645438060839	6.11466466824431	3.53095899903629e-07	3.11601648809364e-05	6.53045923099516
CFHR1	0.913247126928476	7.82874651339606	6.11074105714815	3.57563581668128e-07	3.13596504218566e-05	6.5183606635986
DPYD	0.561842090306	8.0533956859509	6.10585308215888	3.63208600225654e-07	3.14700573860438e-05	6.50328830038877
LY75	0.574415380407356	7.36999921291082	6.1058154959717	3.63252351584402e-07	3.14700573860438e-05	6.50317240050297
TSPAN8	0.732517477392273	6.44658418204532	6.09934092849106	3.70868201420315e-07	3.19351236713929e-05	6.48320743957147
CDC14B	0.547557971989272	5.9748575945439	6.0935414237576	3.77825605984481e-07	3.23382301796838e-05	6.46532388308
GEMIN6	-0.615271304301767	7.54011722711047	-6.08220443670473	3.91805657549744e-07	3.33339807333339e-05	6.4303642255374
RERGL	1.66973463457303	4.37579633705978	6.07209314426697	4.04710506530471e-07	3.42269456951484e-05	6.39918371972576
WDR12	-0.311078383437003	8.78314837595396	-6.05658629971015	4.25332893807516e-07	3.57581642320543e-05	6.35136408415729
MMRN1	1.39475049768762	5.34040808891806	6.04600865182717	4.40000116248203e-07	3.6773656774438e-05	6.31874465086004
GPR124	0.647202958262487	6.79293585026887	6.03734145384577	4.52394740064036e-07	3.74799029817399e-05	6.29201656146707
FAM46A	0.787931744161654	8.63430266487845	6.03642450217439	4.53726302988405e-07	3.74799029817399e-05	6.28918884293956
BOLA2B	-0.713005427988291	7.97555308807576	-6.01977730690912	4.78594186937786e-07	3.93055850174108e-05	6.23785180573326
HOXA10	0.544268750443835	6.8888719297957	5.99919365410707	5.11235807100817e-07	4.17450479729219e-05	6.17437586760674
SERPINA3	-1.61440599952073	10.2803735698623	-5.99387587240586	5.20024816925062e-07	4.22200719935502e-05	6.15797704393043
MN1	1.15531726572585	6.22476994093518	5.97632208946564	5.50124005767284e-07	4.44089036817392e-05	6.10384595066468
KCNMA1	0.626933533419058	6.65016904181062	5.97456232103974	5.53235920021667e-07	4.44089036817392e-05	6.09841938084086
NR3C1	0.471211406665444	8.51580526220929	5.95628895378528	5.86609018043568e-07	4.68232636424888e-05	6.04207113791822
EML1	0.738385702982036	6.22551762130217	5.95078985669286	5.97040809094697e-07	4.73896972939523e-05	6.02511440178553
ACKR1	2.12933499813962	7.41702418000931	5.92533482828124	6.47797984337751e-07	5.11328542303932e-05	5.94662574985708
CENPN	-0.818373088866692	4.95396616923337	-5.92295101269037	6.52766753909325e-07	5.12403869588049e-05	5.93927573775183
PRR5	0.559899041939181	7.01476994550744	5.91429444198466	6.71132837666156e-07	5.23300140935953e-05	5.91258544820244
PDZK1	-1.70268634694952	6.2741146270634	-5.9126373563265	6.74707029972203e-07	5.23300140935953e-05	5.90747634587091
SPON1	0.909685819325757	7.36907950786354	5.91125774002772	6.77697254590479e-07	5.23300140935953e-05	5.90322275618683
TGFB3	0.484469569754998	8.40725544218174	5.90847664335308	6.83765418513739e-07	5.25131841418551e-05	5.89464823124235
F12	-0.560089394897608	4.66616548210554	-5.90495313399083	6.91531529091152e-07	5.27459002789898e-05	5.88378486779482
NRN1	0.709938525313876	7.57109101469977	5.90374239835862	6.94220393593123e-07	5.27459002789898e-05	5.88005207148636
POLR2H	-0.399652394128289	9.47568880676928	-5.8821815332933	7.43892436408124e-07	5.61961133069241e-05	5.8135812605727
SPARC	0.79768229804805	11.6129952572187	5.88065492525498	7.47541203195992e-07	5.61961133069241e-05	5.8088750580504
PMAIP1	-1.40446759786433	5.42856609507698	-5.86925976102034	7.75347908718529e-07	5.79797004582782e-05	5.77374729630042
MEF2C	0.595189441114368	6.26672562472134	5.8648042926715	7.86499192380663e-07	5.85056572007564e-05	5.76001299862141
CCL5	0.867746918188721	7.3061920915306	5.85112447449298	8.21748717995161e-07	6.08094051316419e-05	5.71784597290919
ZNF423	0.752367670010642	7.1010052462867	5.84061300694927	8.49902823149171e-07	6.23643000229736e-05	5.68544730782581
NCOA1	0.562362039536158	7.24191898788763	5.84001266539865	8.51539569570444e-07	6.23643000229736e-05	5.68359698178776
ITGBL1	0.865581261463404	8.7713114447495	5.8361137287271	8.62246369661868e-07	6.28245970264401e-05	5.67158014254238
CLDN7	-0.771863565748905	7.72654357391443	-5.81882916343117	9.11354047014498e-07	6.59634184725106e-05	5.61831118409096
RPP40	-0.449488580713252	7.83261403487498	-5.81771591605042	9.14611024710346e-07	6.59634184725106e-05	5.61488049104084
TCF4	0.619878519098624	8.70510604686025	5.80343989960069	9.57422725176131e-07	6.87023337338509e-05	5.57088839497371
LOC645166	1.12389988631889	6.80501405955149	5.79485474775339	9.84126034500581e-07	6.98519329842752e-05	5.54443503883771
LOC654342	1.12389988631889	6.80501405955149	5.79485474775339	9.84126034500581e-07	6.98519329842752e-05	5.54443503883771
PDGFRB	0.725518721142918	7.45721340977126	5.79356783142706	9.8819246409342e-07	6.98519329842752e-05	5.54046981683054
ASF1B	-0.432690984682081	7.41363096342288	-5.78521073565295	1.01501075824027e-06	7.1201167938229e-05	5.51472102131636
MYB	-0.653413862836872	6.60962510998285	-5.78450677213103	1.01730272321653e-06	7.1201167938229e-05	5.51255213515005
ELOVL5	-0.446714751717776	7.94327689745792	-5.77081888955829	1.06290914061532e-06	7.36820245156177e-05	5.47038264320444
FRZB	0.556990742361882	7.26596057898809	5.77075685043724	1.06312042692157e-06	7.36820245156177e-05	5.47019152421309
ZFP36L2	0.524749285575974	7.19271692425331	5.76299444521799	1.08989037356281e-06	7.50122892999396e-05	5.44627926995442
CENPF	-0.602752609161949	4.82464049841512	-5.76004927964238	1.10022245297082e-06	7.50122892999396e-05	5.43720703081174
AGR2	-1.75824446453727	9.50519751764493	-5.75933593489861	1.10273964680607e-06	7.50122892999396e-05	5.43500968961557
RNASEH2A	-0.414497074083101	7.08719840393708	-5.75732160074473	1.1098787486389e-06	7.50122892999396e-05	5.42880493679336
COPZ2	0.976921461801827	8.02619960383986	5.75687881483466	1.11145422334561e-06	7.50122892999396e-05	5.4274410378867
ZFPM2	0.782459296089677	6.8507624412367	5.75616699489146	1.11399162741324e-06	7.50122892999396e-05	5.42524845318825
BACH2	0.551308191272037	6.35122632167533	5.75460733297081	1.11957154320393e-06	7.50324173860442e-05	5.4204443488652
UBE2E3	0.729199325970186	8.31877393967261	5.74933571991563	1.13863883107659e-06	7.5952021182799e-05	5.4042070969262
GPNMB	0.941300755810811	10.7258567192388	5.74748911044529	1.14539434696138e-06	7.60456209421833e-05	5.39851947902621
ABCA8	1.31197316737797	6.95103312235881	5.74483610475179	1.1551700161092e-06	7.63379329715328e-05	5.3903482986016
ZEB2	0.687193546855365	6.46582987642247	5.7409431192792	1.16966565735738e-06	7.69380076839524e-05	5.37835837105538
GAS1	0.681750985370772	5.60823359249398	5.73564465713957	1.18968676281875e-06	7.78943296134968e-05	5.36204043176405
JAM2	0.719758068087691	8.10562318796156	5.72817321441733	1.21850136354321e-06	7.94149879505592e-05	5.33903162974863
CYP2B6	-0.939426015102952	6.31902796927459	-5.72311558354513	1.2384010614499e-06	8.03433894113252e-05	5.32345725339812
SLC27A2	-1.31283305184535	6.35897101154577	-5.71535500622077	1.26956815935399e-06	8.19910200368252e-05	5.29956097183027
TK1	-0.824913861014732	7.1429995604556	-5.70114225824864	1.32869098360808e-06	8.54210022402875e-05	5.25580209244886
PLAGL1	0.768428097452505	7.344868304599	5.69089051426997	1.37303462739058e-06	8.78742161529974e-05	5.22424257789253
AKR1B1	0.38590087223377	9.24183093782727	5.68894635843796	1.38160908693172e-06	8.80264659512373e-05	5.21825797788385
BHLHE41	0.691284493429674	8.28001598499015	5.68610417761162	1.39424039635986e-06	8.84346765691112e-05	5.20950926035232
PPAP2A	0.698231046590102	9.08339311694845	5.68210472208639	1.41221025596596e-06	8.91763702967307e-05	5.1971987186789
RGL1	0.677113517784502	9.29709971445975	5.6787329888044	1.4275390814944e-06	8.97454657958959e-05	5.18682076692644
FLNB	-0.690242077597556	7.54039746916061	-5.67623490028432	1.43900301527702e-06	9.00676424716118e-05	5.17913208502998
PER3	0.519470689404385	7.85500564022738	5.66963947099191	1.4697131922844e-06	9.15863378770911e-05	5.15883355448772
SPRY2	1.1044249070244	5.55811877852035	5.64922190953099	1.5689888597031e-06	9.73458240989591e-05	5.09600509127317
EZH2	-1.01876041413196	6.08934833011759	-5.64107661504834	1.61043484292034e-06	9.94828619487484e-05	5.07094492862324
