logFC	AveExpr	t	P.Value	adj.P.Val	B
KIF18B	-0.602327567686624	7.08456653655634	-7.1787598591205	1.04958991429797e-08	3.55061273865371e-06	9.90330766124957
APOBEC3B	-0.624792734338066	6.70213119779337	-7.16310319558915	1.10345507723658e-08	3.57636319298042e-06	9.85532156191159
MIR4784	-0.720272439833524	9.5080750951162	-7.16194604381397	1.10754490773605e-08	3.57636319298042e-06	9.85177427007512
PHLDA2	-0.53136878428021	7.07104922937685	-7.08364798142989	1.42288618216751e-08	4.49252597249688e-06	9.61151790324572
NUSAP1	-1.09654862667937	6.4355525986753	-7.02863114080806	1.69719644587353e-08	5.15586352867608e-06	9.44243647129683
CKS2	-0.807389016414562	8.48316505198838	-7.02709838871735	1.705557332825e-08	5.15586352867608e-06	9.43772291316929
SPAG5	-0.602252237424038	6.40158847421478	-7.00594438255852	1.82527304204389e-08	5.40280820444992e-06	9.37265330555252
KIF14	-0.66871449161319	6.00748997193759	-6.98679585605722	1.94091626079526e-08	5.5016067006916e-06	9.31372668488157
TFF1	-1.69521426133955	9.53960544488628	-6.98349560575165	1.96157950955091e-08	5.5016067006916e-06	9.30356822498422
KIF15	-0.591346277878674	6.51094393186158	-6.98139975967884	1.97481659442055e-08	5.5016067006916e-06	9.29711665541603
PMAIP1	-1.42138731727971	5.40755612135297	-6.90721012663801	2.50607608022419e-08	6.84737095150487e-06	9.06855977377062
CYP2B7P	-1.5320420563354	8.18573469902347	-6.78825328216918	3.67433535782616e-08	9.84999184226304e-06	8.70139599129112
IL17RB	-0.641186331981365	7.03266364555315	-6.75734331111918	4.05894808983476e-08	1.06563587645897e-05	8.60586264640311
KIF20A	-1.4465800291878	6.21908832430854	-6.75232223761516	4.12513887987355e-08	1.06563587645897e-05	8.590339311348
TPX2	-0.515256640394606	6.9627226149767	-6.74273016470945	4.25461739358089e-08	1.07945721299995e-05	8.56068050903528
ASF1B	-0.416277230725746	7.42202897973094	-6.72419547577676	4.51649032082055e-08	1.12579463996874e-05	8.50335784084688
RBBP8	-0.690751576074699	8.72406001439107	-6.64416458535583	5.84640546436609e-08	1.43216773858127e-05	8.25565428419293
MZT2A	-0.627043539961353	9.61671962997124	-6.62639106752877	6.19153488761306e-08	1.49100555395265e-05	8.20060386083201
ELOVL2	-0.912503438580586	5.71945776644079	-6.61399612044444	6.4442605482311e-08	1.52600089782112e-05	8.162204587538
COLEC12	0.652157814355299	8.64766668276061	6.60127940188143	6.71431531602311e-08	1.56388511491896e-05	8.1228017577386
MZT2B	-0.556016689084861	8.99632617865594	-6.59029439149412	6.95672457976953e-08	1.5942119811188e-05	8.08875927104783
CDKN3	-0.537355892102508	7.12969529904277	-6.57723113837688	7.25645753676097e-08	1.63650394733809e-05	8.04826998423807
PDZK1	-1.52370667879805	6.34026694187702	-6.56526769879169	7.54231449753905e-08	1.67439381845367e-05	8.01118363503117
CHEK1	-0.488455182817532	5.36168789634997	-6.54701687540893	8.00032880382928e-08	1.74874879453548e-05	7.95459595724368
GPNMB	0.800617828058048	10.6708990395311	6.52638382343194	8.55183501829938e-08	1.84097684757572e-05	7.89060711292354
MREG	-0.54362745045757	8.80203685858578	-6.49812781916611	9.36952434811806e-08	1.96744700888198e-05	7.80295277890626
SERPINA3	-1.21927818997519	10.4598073355298	-6.49658804386812	9.41627228350047e-08	1.96744700888198e-05	7.79817537826074
TFF3	-1.164972204182	9.4337960411756	-6.4872627022728	9.70443405924006e-08	1.97093327124633e-05	7.76924031329849
CTSS	0.623889432387994	7.67958266765129	6.48707266080484	9.71039759200752e-08	1.97093327124633e-05	7.76865061463077
FBXO5	-0.522414565114873	5.8651792279171	-6.37155461129367	1.41091294863574e-07	2.82341565834036e-05	7.40999779483616
ARL3	-0.388936066025308	7.76043814818795	-6.33417955217286	1.59232774846608e-07	3.11684847125822e-05	7.2938837817395
CDC20	-1.13420332443456	4.93774892696456	-6.33242023767334	1.6014213006887e-07	3.11684847125822e-05	7.2884173193203
PHGDH	-0.373947694206779	8.46588198626207	-6.32662518415869	1.63174445237896e-07	3.1329493485676e-05	7.27041073619826
TPBG	-0.54614938531451	9.72892743057714	-6.28446815017003	1.87035755091777e-07	3.54320534445863e-05	7.13939934174773
ASCL1	-0.880798744879375	5.17247758856146	-6.27902807151536	1.90359454736168e-07	3.55126208357809e-05	7.12249088197535
DHFR	-0.479027198403243	6.38040386765302	-6.27563883497247	1.92460008752472e-07	3.55126208357809e-05	7.11195645319914
AGR2	-1.27215299793684	9.71656780887662	-6.25093424232584	2.08489174576356e-07	3.7977105030524e-05	7.03516417053604
FEN1	-0.398283262444837	7.6590708481833	-6.1904154057038	2.53635881274132e-07	4.56159316600364e-05	6.84701207306694
IRS1	-0.57067861013053	8.50993494482917	-6.15261861949523	2.86672784046621e-07	5.09130864466799e-05	6.72948440270918
CCND1	-0.764636691527749	8.39228161226859	-6.12822110973701	3.10251590677209e-07	5.44204271647134e-05	6.65361657822144
GREB1	-0.65077549217374	4.87418827401698	-6.08426497156876	3.57737927223611e-07	6.19846398779641e-05	6.51692356423587
RNASEH2A	-0.350771097002181	7.11072883500821	-6.07280006052989	3.71276910553265e-07	6.35554499414553e-05	6.48127022840809
PCNA	-0.582370462313142	8.73780341167142	-6.06565464106967	3.79973022143685e-07	6.4269722602589e-05	6.45904963419908
SIAH2	-1.19619454178592	6.61441321458649	-6.05503981885312	3.93268991263478e-07	6.5736068563194e-05	6.42604019884632
GINS2	-1.02169332791251	7.15560901416447	-6.01774349825151	4.43784810469931e-07	7.33173789204276e-05	6.31006134770553
SFRP4	0.864277521237471	8.85750870855683	5.99150397438586	4.83165225499647e-07	7.82512039944678e-05	6.22847040223546
IER3	-0.772841767174007	10.7410894786899	-5.99054807718063	4.84663988704474e-07	7.82512039944678e-05	6.2254981755578
CYP2B6	-0.827939681505782	6.37168078883203	-5.97743325688395	5.05702361671326e-07	8.07305522991708e-05	6.18472036237129
ESPL1	-0.64132475961296	6.35585474053603	-5.96150074610549	5.32492546415906e-07	8.40628233275243e-05	6.13518389855276
ABAT	-0.563642820086734	7.35212101003835	-5.87529569374678	7.040377196297e-07	0.00010955482292006	5.8672213952269
NKAIN1	-1.24157879647781	5.29847013519906	-5.87295653973739	7.09392152917057e-07	0.00010955482292006	5.85995208970362
FKBP4	-0.437070667930952	8.63618881331049	-5.80343107414144	8.88524360613484e-07	0.000135743592640821	5.64394661700155
H2AFZ	-0.502190503094426	10.3326552009383	-5.79979757442745	8.99039054114327e-07	0.000135888796604855	5.63266119861151
ELOVL5	-0.337556810417817	7.98208330047728	-5.7873822281682	9.35912829284099e-07	0.000139973152404931	5.5941027140775
NCOA1	0.470323088023549	7.2012402983996	5.77347252960308	9.790202479648e-07	0.000144072595334201	5.55090851636363
MYB	-0.542925655767298	6.65687176319643	-5.77202965650315	9.83603726591887e-07	0.000144072595334201	5.54642825198819
ALDH1A1	0.744973071628123	6.0328023644338	5.76843704055371	9.95109389726019e-07	0.00014427055315538	5.53527309952515
GINS1	-0.483903836535716	6.89955815137004	-5.67902471905278	1.32899535262617e-06	0.000190730969395077	5.25778696671674
CENPN	-0.662468541552679	5.02683426988284	-5.65238382803	1.44857942599269e-06	0.000205115679685475	5.17516747212197
RAD51AP1	-0.578564462048175	6.49705136742758	-5.65035800679603	1.45809991893532e-06	0.000205115679685475	5.16888616890556
COG8	-0.3044320540294	8.0556809998838	-5.62362509301853	1.58973192762781e-06	0.000219290400269281	5.08601462482619
PDF	-0.3044320540294	8.0556809998838	-5.62362509301853	1.58973192762781e-06	0.000219290400269281	5.08601462482619
NDC80	-1.06131263287894	5.26628896496669	-5.61289362036467	1.64584575164876e-06	0.000224847850379092	5.05275647983808
INPP4B	-0.571462205789767	7.15144208009753	-5.60495589950247	1.68861704062701e-06	0.000228494008697414	5.02816003702027
FUCA1	0.74087219986201	8.67434251602408	5.59759268507765	1.72928202375921e-06	0.000231789047109159	5.00534653836951
DHCR7	-0.316954229424842	7.13204197365361	-5.59423185623367	1.74816579118926e-06	0.000231806905296193	4.99493454589862
DHRS3	0.47710567061862	7.71184011967916	5.59178456117387	1.76204573282579e-06	0.000231806905296193	4.98735307373316
MCM6	-0.387907287848779	8.14344047957283	-5.5565727827623	1.97433949009822e-06	0.000255534165680082	4.87830453089137
MGST3	0.398417193552462	10.2011977539295	5.55408360207182	1.99027671377102e-06	0.000255534165680082	4.87059817902402
DNAJC9	-0.263710456860314	7.93260700321335	-5.55313860087415	1.99636066937564e-06	0.000255534165680082	4.86767260083566
FOXM1	-1.04644927415006	5.14021640410893	-5.54280354314978	2.06411912910683e-06	0.000261848255235267	4.83568004475056
FGFR3	-0.808576855064593	6.00633487889121	-5.5057087781137	2.32672773625933e-06	0.000292549979440465	4.72090160419247
HMGB2	-0.712803217070955	10.1633886889421	-5.49676540975739	2.394863873652e-06	0.000298475665937259	4.69324117465168
HJURP	-1.2143068456525	5.39883114613411	-5.4719737160682	2.59430114990216e-06	0.000320520267285303	4.61659009196148
DLG5	-0.426166210788075	7.65099602754853	-5.46755979856352	2.63150365601682e-06	0.000322313827109371	4.60294718023462
IRF2	0.36328355189707	7.51288583085835	5.46270907068041	2.67300020571856e-06	0.000324598178827771	4.58795558340866
MYBL1	-0.724966188097799	6.01454467010302	-5.44453451295778	2.83434983201735e-06	0.000341274935705953	4.53179921789346
ASNS	-0.58137506647939	6.788376660838	-5.44023794462781	2.87388828876374e-06	0.000343127771485338	4.51852674528738
MMP2	0.810437189165449	9.73775763474705	5.4116501501489	3.15129792860634e-06	0.00037311367474699	4.43024877789403
KIF23	-1.03780588981322	4.25986024566848	-5.36221329798727	3.69526414199931e-06	0.000433903412640713	4.27772830519948
C1orf115	0.601171120927447	7.91298728961019	5.35838523421854	3.74108617255677e-06	0.000435683215899071	4.26592578824408
MAFB	0.58332048594329	9.15865411085476	5.35470588830652	3.78566011151733e-06	0.000437289909466977	4.25458286181344
TK1	-0.720671859328185	7.19901325481954	-5.33958290640729	3.97447953432155e-06	0.000455398429222908	4.2079719008329
ZNF587B	-0.366551073336146	8.03592464559672	-5.33202515714745	4.07231996469071e-06	0.000462876176466604	4.18468476733552
MAN2A1	0.375707366211915	8.49212323689713	5.32035878213808	4.22806702787641e-06	0.00047676489152435	4.14874710525402
GGH	-0.507683389979832	7.57892895367815	-5.30647156466733	4.42119273589918e-06	0.000494616585761067	4.10598285889248
S100A14	-0.451664911411328	9.54394366537756	-5.30278139884029	4.47396793765495e-06	0.000496610441079699	4.09462208513268
CDC6	-0.49819237220198	5.60448141109781	-5.28867840565314	4.68149136709585e-06	0.000515617281734092	4.05121438266149
PRR16	0.908591039772968	4.52043796965406	5.28534209534852	4.73196645531142e-06	0.000517167533823574	4.04094802448211
CELSR2	-0.57957098826673	7.34220732325805	-5.27742681289534	4.85388907514205e-06	0.000526443175416933	4.01659530635108
PTAFR	0.494626207935232	6.0294215144784	5.26235665699691	5.09470810429506e-06	0.000548375854135032	3.97024463094742
MED13L	-0.395939468254433	6.86805896978348	-5.25583192025159	5.20261731428479e-06	0.000555780351889912	3.95018304391889
CCNE2	-0.373794333749157	5.8472756141532	-5.22601471912876	5.72534196871593e-06	0.000607057154414298	3.85855371791588
AKR7A3	-0.354623592336076	8.31949150985582	-5.18674045720758	6.49414256554269e-06	0.000683472426453559	3.73799095935325
SDCBP	0.459959911087459	11.1187383000315	5.18206607522954	6.59220809805753e-06	0.00068869185777354	3.72365175956815
HN1	-0.66531642060076	7.25120253033231	-5.09142458846979	8.81221575806432e-06	0.000913897529128305	3.44604725097279
OLA1	-0.312307634308864	10.3546014977559	-5.08113261263978	9.1070427670628e-06	0.000937629446626292	3.41458277524685
SERPINE1	-0.595345464705819	5.39826360308734	-5.07024603319723	9.42954045624167e-06	0.000963848279153106	3.38131358851613
TMC5	0.808338183046106	7.11458186083404	5.05755108571191	9.81991620711103e-06	0.000996581210504525	3.34253530730561
IGF1R	-0.479444093045774	6.42411425679646	-5.03494283535649	1.05551610951059e-05	0.00105933329981071	3.27352244871111
PLA2G7	0.840794084162707	6.86957836947091	5.03398849459143	1.05873682835811e-05	0.00105933329981071	3.27061061215659
LY75	0.40272895389359	7.28359266840523	5.02860579431697	1.07708544622934e-05	0.0010701559454564	3.25418924064425
KHDRBS3	0.495089524005666	6.53999652821595	5.0263973657268	1.08470432136137e-05	0.00107024159707655	3.24745284894443
TMEM176B	0.627248915767128	8.18190267662851	5.01716974357414	1.11712011898076e-05	0.00109218245292573	3.21931215487579
CEBPA	0.498385891435615	7.72714901379169	5.01571539068413	1.12231586519676e-05	0.00109218245292573	3.21487788749391
PGR	-1.31958641650575	3.9023824082639	-5.00759791218	1.15175830091083e-05	0.00111320965573749	3.1901327801455
ELL3	-0.360932835531305	7.3594871702541	-4.98867428759261	1.22339610323713e-05	0.00117446025910764	3.13247832550695
TUBA3C	-0.411606512512183	7.78174413027336	-4.98114660410376	1.25310344370266e-05	0.00118693958187516	3.10955633836912
TUBA3D	-0.411606512512183	7.78174413027336	-4.98114660410376	1.25310344370266e-05	0.00118693958187516	3.10955633836912
WDR12	-0.256456041321533	8.81617376385035	-4.9602189669337	1.33949438006488e-05	0.00126036663258025	3.04586934209951
LDB2	0.829178435959704	7.08285671649857	4.95713165372002	1.35272807682118e-05	0.00126444477075495	3.03647883940113
CD302	0.512282452034482	7.8179454736182	4.93032812702959	1.47319064857134e-05	0.00135916186590271	2.95500505492675
LY75-CD302	0.512282452034482	7.8179454736182	4.93032812702959	1.47319064857134e-05	0.00135916186590271	2.95500505492675
ZNF587	-0.362079091613709	8.50450308550364	-4.92487145106975	1.49898380521153e-05	0.0013740362518997	2.93843036508239
STC2	-0.765921395767807	8.51770779599366	-4.89916325329457	1.6266369465672e-05	0.00146892360214224	2.86039630810425
CCNA2	-0.632391472383489	5.66768145896274	-4.89882474162879	1.62838753302647e-05	0.00146892360214224	2.85936940724678
POLE2	-0.40230984724735	7.13145600236046	-4.89783514655529	1.63351583008498e-05	0.00146892360214224	2.8563674871196
MRPL12	-0.352442696778268	7.53291812362871	-4.89334677390083	1.65697662692715e-05	0.00148064930285414	2.84275380291472
AKR1B1	0.251673097840001	9.17908169548276	4.87622792348279	1.74955355738119e-05	0.0015536035589545	2.79085668353679
TNFSF10	0.56457309738015	9.1214115931299	4.87399737393271	1.76198639498924e-05	0.00155492563354081	2.78409766724158
IQGAP2	0.551319452339583	8.53366151987451	4.86785517014754	1.79667523152632e-05	0.00157575072157567	2.76548923451819
CCDC28A	0.304221168268507	8.67338392672407	4.85802940831096	1.85357517931393e-05	0.00161568074525719	2.73573240649948
RET	-0.421502343457862	6.8714066612768	-4.82899871249263	2.03229163889528e-05	0.00174673811152806	2.64789704037203
EBNA1BP2	-0.349959020557247	7.90364661591892	-4.82767846359877	2.04081170125041e-05	0.00174673811152806	2.64390546698064
MIR6733	-0.349959020557247	7.90364661591892	-4.82767846359877	2.04081170125041e-05	0.00174673811152806	2.64390546698064
KMO	0.364559217108009	7.03191243307617	4.81680490535297	2.11233721487481e-05	0.00179713096700247	2.61104088758437
TCP10	-0.567240655132656	5.4517487022469	-4.79723318988131	2.24736728669748e-05	0.00190063061960701	2.55193207297268
TNFRSF12A	-0.419564459309965	8.08245918954995	-4.77276466834594	2.42821376006277e-05	0.00204142373390366	2.47811784720657
TFRC	-0.361091348199541	9.90553621841243	-4.76741211123483	2.46964857256437e-05	0.00206404511288204	2.46198334945307
GMNN	-0.476749029810178	8.04047801560908	-4.74705181951126	2.63372951883197e-05	0.00218830578968214	2.40065213630036
HSD17B7	-0.421606562614886	8.52526470596923	-4.73877069943802	2.70350035697066e-05	0.00223321703906041	2.37572614574399
NCAPG2	-0.613982389549242	5.90173637303487	-4.73376603324759	2.74654629509907e-05	0.00224879746193783	2.36066764704327
GNL2	-0.235789589970569	7.64912707237604	-4.73290532708395	2.75401716200156e-05	0.00224879746193783	2.35807829006134
FABP4	1.322320056624	9.36197164672783	4.72404907870935	2.83206185619792e-05	0.00229931056302058	2.33144216589448
CSE1L	-0.278493624385324	7.92414129419182	-4.72109819122799	2.85854733709664e-05	0.0023076273048562	2.32256993953243
COX6CP1	-0.612915259498557	7.45164873879238	-4.7155870819388	2.90866730195843e-05	0.00233482175289409	2.30600395867193
SLC19A2	-0.470745439668614	8.33141471119751	-4.71338801763911	2.92890724340934e-05	0.00233567376439885	2.29939515356087
PRIM1	-0.286512007793025	7.68022653548734	-4.71190802512223	2.94260700892028e-05	0.00233567376439885	2.29494781727087
FTL	0.341780756694573	12.2966437243093	4.70348086277539	3.02182631553304e-05	0.00238522823839408	2.26963145360632
FLNB	-0.489790006094935	7.63140051507383	-4.69321625487883	3.12116160701521e-05	0.00244053855200984	2.23881139285229
PLSCR4	0.547929390843464	8.37080698430147	4.69269886317294	3.1262529312063e-05	0.00244053855200984	2.23725837035664
TGFB3	0.368153915585059	8.357416494659	4.68059078361832	3.24776493140569e-05	0.00252154339592416	2.2009274129144
KIF2C	-0.288151888970785	7.02522746013624	-4.67278008481562	3.32860647084961e-05	0.00257026308357778	2.17750441024786
BUB1	-0.341103762054435	4.0832495931666	-4.66958720988078	3.36222086623213e-05	0.00257214912400392	2.16793255654786
DHRS9	0.919874391096919	7.36082662356722	4.66911165224793	3.36725603226865e-05	0.00257214912400392	2.16650704432616
RNF144A	0.599742319990299	7.14527818541111	4.66578797299044	3.40265480957178e-05	0.00258528981467357	2.15654522228878
ORC6	-0.375411959369276	7.27700776698726	-4.65602087665345	3.50881360157218e-05	0.00265017521948065	2.12728223700953
SNAI2	0.544819749000711	7.82632578096774	4.65452481894207	3.5253597725355e-05	0.00265017521948065	2.12280141644469
SPON1	0.542810820772461	7.18893199205359	4.63347895751212	3.76642907879862e-05	0.00281649601850373	2.05980949589754
PDE1A	0.502895544800134	6.29545962075255	4.62993612821153	3.8085760981702e-05	0.00283310205250273	2.04921334418487
WDHD1	-0.516856583902703	4.47705021769863	-4.59797246537005	4.21042914048651e-05	0.00311571756396002	1.95371763796473
NAT1	-0.66715429888864	11.1148390834721	-4.59063801678645	4.30836681596945e-05	0.00316544265785063	1.93183162426951
CDCA8	-0.312406665464656	4.35242034197649	-4.58961650129807	4.32218380928366e-05	0.00316544265785063	1.92878421733895
ALMS1	-0.243331611779066	7.61932587224649	-4.58715019355938	4.35572293067832e-05	0.00317364673841424	1.9214274818361
MOCOS	-0.361113165589536	6.77481081991445	-4.5818802701543	4.42824839484968e-05	0.00320786378285345	1.90571168988302
SFMBT1	-0.259874503987344	7.45875806931593	-4.58047121564253	4.44784040837647e-05	0.00320786378285345	1.90151054107694
PDGFD	0.557433002462122	8.70582280472744	4.57498148135846	4.52498806680349e-05	0.00324702174005778	1.88514627532058
EPS15	0.243007825627833	8.20087408912193	4.56760435950081	4.63073498284069e-05	0.00330620515759802	1.86316494079393
FANCI	-0.496531533336098	4.96248971167279	-4.56165728169567	4.71774881324341e-05	0.00333520436133106	1.84545222275933
ITPKB	0.784677955898042	5.3272272157302	4.56161994887005	4.71830008887628e-05	0.00333520436133106	1.84534105245727
EMX2	0.90200027599738	4.83395779239523	4.55561241090314	4.80784053544725e-05	0.00338167318453636	1.82745520052598
ZCCHC24	0.554462275199721	8.24052729620249	4.53955159760339	5.05550552827363e-05	0.00353835579042915	1.7796726977219
LIMCH1	0.33987482370868	7.69305431968129	4.53414752562449	5.14162539345928e-05	0.00358099086226811	1.7636063681082
ISLR	0.523706245103479	7.52522354555688	4.52261507214332	5.33025730050492e-05	0.00369425832807677	1.7293395680604
RARRES1	0.815798555769568	5.73452307523305	4.518677172882	5.39621245720045e-05	0.00372181488310214	1.71764477881924
SLC39A6	-0.473272170100373	11.1574128941735	-4.51200603688558	5.50978043708109e-05	0.00378178552898783	1.69783986625187
PLG	-0.448403326813876	3.68648930954953	-4.50044191733245	5.71223354396883e-05	0.00390189491311102	1.66353007397034
SRPK1	-0.179718370251576	8.12251366637809	-4.49273781240738	5.85114615811684e-05	0.00397670912509972	1.64068762307593
HOXB2	0.408059448567475	9.24610757154269	4.49128357009472	5.87773730483489e-05	0.00397670912509972	1.6363771892919
HMGB3	-0.420308192390565	8.51690680846183	-4.48601667620269	5.9750405524596e-05	0.00402338275684104	1.62076951084545
SMC2	-0.319317275604863	6.53070073550353	-4.48023596231999	6.08365741692307e-05	0.00406015963704577	1.6036457377155
C1S	0.664038201357117	10.4755564552179	4.48006968157491	6.08681026668602e-05	0.00406015963704577	1.60315327832014
RASGRP1	-0.613618827268372	6.24043523000603	-4.47568243110802	6.17057893123598e-05	0.00408027695106578	1.59016199245048
HTRA1	0.501918599035142	10.8709626655967	4.47548341581513	6.17440557769668e-05	0.00408027695106578	1.58957277335911
HMG20A	0.31830002445962	6.82927689722339	4.47207386855756	6.24032702352791e-05	0.0041047484421428	1.57947949197956
BUB3	-0.314116210065687	9.3521671630749	-4.46492090158735	6.38087828874702e-05	0.00417785800583031	1.55831239580739
ZNF165	-1.03974218701936	4.32396523807191	-4.4543242203103	6.59482492370751e-05	0.00425126808069998	1.52697424563418
ATAD2	-0.545060221233248	5.67881235845366	-4.45345083204231	6.61276940240007e-05	0.00425126808069998	1.52439237569081
STMN1	-0.266579107216469	7.82697630520558	-4.45241559792188	6.63410120150784e-05	0.00425126808069998	1.52133227220913
HIGD1B	0.534807881696886	5.53905515373307	4.45201828827544	6.6423059929087e-05	0.00425126808069998	1.5201579033973
COX6C	-0.557502590017624	12.2213077296593	-4.45200375163015	6.64260637609372e-05	0.00425126808069998	1.52011493657594
GLA	-0.581532266318958	8.92320248146941	-4.4469697701301	6.74743347294036e-05	0.00429899259118998	1.5052383778403
TMEM177	-0.302651727472618	6.84297551113316	-4.44254772126621	6.84085578683157e-05	0.00433905709907603	1.49217463621856
TRIM68	0.395519350120845	6.36598953727397	4.42896368831077	7.13584655679388e-05	0.00448820291873732	1.45207030128301
SERPINF1	0.632081294385387	9.92477647791835	4.42881362075096	7.1391741246807e-05	0.00448820291873732	1.45162747482187
NME1	-0.366134674576324	9.85596395933044	-4.42237354163317	7.28341834602571e-05	0.00455871400265785	1.43262834213524
HSD17B8	-0.381864733921681	7.91917710373863	-4.39912944593789	7.82820667140219e-05	0.00485408347825292	1.36412970172047
PPFIBP2	0.594362499443365	6.12541611143012	4.39814810345605	7.85206544345632e-05	0.00485408347825292	1.36124035196559
LITAF	0.382302771457994	9.97278712663958	4.39791180978704	7.85782094593308e-05	0.00485408347825292	1.36054466819013
LPPR3	-0.615539940441912	4.73609825002086	-4.39489034478556	7.93178157789624e-05	0.00487112548774014	1.35165010727685
PCOLCE	0.868958918880529	7.8550551243874	4.39398897899406	7.95397742930542e-05	0.00487112548774014	1.34899706416294
